id,title,arroba,description,keywords,url
UCpOSu4F9cqSjh1OgbmOT5cQ,Área Tech Brasil,@areatechbrasil,"👇🏼Como aprender programação e conseguir sua primeira vaga na área de Tecnologia. Contato: contato@areatechbrasil.com.br Emerson Machado - Área Tech Brasil Desenvolvedor de Aplicativos Android Como criar Aplicativos Android Lucas Azevedo - Área Tech Brasil Formado em Ciência da Computação Especialista em linguagem C-Sharp e todo ecosistema .NET Aprenda com a gente como aprender programação do Zero e viver de Tecnologia. - Como aprender programação - Como criar aplicativos - Android Studio - Linguagem C-Sharp - Linguagem Java - Linguagem Kotlin Nosso foco é ajudar programadores iniciantes ou experiêntes a conseguirem uma oportunidade ou irem para o próximo nível na setor de T.I. Ensinar técnicas, tutoriais, compartilhar dicas e recursos para quem já é programador ou deseja se tornar um. ",programador|android|desenvolvedor|startup|programa|desenvolvimento|AndroidDev|MobileDevelopment|aplicativos|apps|desenvolvimento mobile|Google Play Developer|Google Developer|android studio,https://www.youtube.com/channel/UCpOSu4F9cqSjh1OgbmOT5cQ
UCwAZmblPpmgOcWPLtVxvwBA,QSP Tecnologia,@qsptecnologia,"Olá amigos. Sou Daniel Quispe da QSP Tecnologia. Criei este canal no Youtube para compartilhar minhas experiências nas áreas de eletrônica, microcontroladores, programação e assuntos afins. Espero contribuir com o desenvolvimento de modo geral nessas áreas uma vez que no Brasil é ainda muito limitado. Estarei postando vídeos explicativos sobre microcontroladores PIC, AVR, Arduino, ARM, circuitos eletrônicos e programação em linguagem C e C++ e Java bem como Androide. Tudo voltado para sistemas embarcados. E você que acompanhar meu canal agradeço desde já. Espero fazer grandes contatos e trocar informações muito valiosas para nós do mundo da eletrônica. Um ótimo divertimento para vocês e um forte abraço. Contatos: www.qsptec.com.br",,https://www.youtube.com/channel/UCwAZmblPpmgOcWPLtVxvwBA
UCDoFiMhpOnLFq1uG4RL4xag,Matheus Battisti - Hora de Codar,@MatheusBattisti,Aqui você aprende tudo sobre o universo da programação. Temos cursos e projetos de tecnologias alinhadas ao mercado de trabalo. Conheça nossos cursos: https://horadecodar.com.br/cursos-horadecodar/ ,n8n|lovable|IA|ChatGPT|matheus battisti|hora de codar|inteligência artificial,https://www.youtube.com/channel/UCDoFiMhpOnLFq1uG4RL4xag
UCAaKeg-BocRqphErdtIUFFw,Eduardo Mendes,@Dunossauro,Um canal sobre Python e desenvolvimento de software de uma maneira geral.,Python|dunossauro|Live de Python|curso de python|Eduardo Mendes,https://www.youtube.com/channel/UCAaKeg-BocRqphErdtIUFFw
UCrWWMZ6GVOM5zqYAUI44XXg,Tiago Aguiar,@TiagoAguiar,"Meu nome é Tiago Aguiar, sou desenvolvedor mobile Sênior Android & iOS e neste canal eu compartilho o que tem funcionado na minha carreira como desenvolvedor de software desde 2011 (+14 anos). Se deu certo pra mim, vai dar certo pra você, confia! ",android|swift|kotlin|java|ios|xcode|tutorial android|tutorial ios|android studio|android studio tutorial|xcode tutorial|tutorial xcode|tutorial swift|tutorial java|tutorial kotlin|aprender a programar|aprender programação|como aprender a programar|tutorial android studio|swift do zero|android do zero|como criar aplicativos|programação do zero|como criar um aplicativo|desenvolvedor de aplicativos|desenvolvedor de apps|como criar um aplicativo do zero,https://www.youtube.com/channel/UCrWWMZ6GVOM5zqYAUI44XXg
UC70mr11REaCqgKke7DPJoLg,Programação Dinâmica,@pgdinamica,"Somos Kizzy e Hallison, parceiros na vida e nos negócios e temos uma missão: ajudar mais pessoas a terem acesso a educação de qualidade, a desenvolverem autonomia e pensamento crítico e experimentarem uma mudança de perspectiva para usufruir de mais oportunidades. Hoje, Kizzy é uma cientista de dados e Hallison, doutorando no Instituto de Matemática Pura e Aplicada. Viemos de extremos diferentes do país e nos encontramos no Rio de Janeiro, no Instituto Militar de Engenharia, onde nos tornamos engenheiros de computação. Seguimos com um mestrado em matemática por instituições de excelência e entendemos que poderíamos retribuir as oportunidades que tivemos de uma maneira mais ampla para todo o Brasil. Por isso, criamos o Programação Dinâmica, onde ensinamos sobre programação, ciência de dados, machine learning e inteligência artificial e promovemos discussões sobre novas tecnologias e seus impactos na sociedade. Inscreva-se no canal e junte-se a essa jornada de transformação! ",Programação|python|pesquisa|algoritmos|julia|ia|análise de dados|aprender a programar|aprender python|data science|análise de dados em python|machine learning|ciência e tecnologia|deep learning|inteligência artificial|ciência de dados|programação científica|matemática para computação|ciência da computação|engenharia de computação|programadores negros|mulher programadora|ciência de dados|matemática para programação|estrutura de dados|lógica de programação,https://www.youtube.com/channel/UC70mr11REaCqgKke7DPJoLg
UCEBieECyJD82RNCmAAmw77A,Professor MarcoMaddo,@ProfessorMarcoMaddo,"Canal especializado em conteúdo para Desenvolvimento de Aplicativos para a plataforma Android. Aqui você encontrará vídeos atualizados com o que tem de mais modernos da API Android, da IDE Android Studio, Java para Android, Banco de Dados para aplicativos Android com SQL Lite, desenvolvimento de Web Services para integração dos aplicativos Android com Sistemas Web, técnicas de programação para Android, prototipagem de interfaces de usuários de aplicativos Android, e dicas e indicações para os meus cursos Android 100% online. Seja bem vindo e assine o canal para receber todas as novidades semanais inclusive notificações para LIVEs comigo, estou lhe esperando.",motivação|carreira|determinação|desenvolvimento|superação|tecnologia|coach|empreendedorismo|vida feliz|viver feliz|potencial interior,https://www.youtube.com/channel/UCEBieECyJD82RNCmAAmw77A
UCrWvhVmt0Qac3HgsjQK62FQ,Curso em Vídeo,@cursoemvideo,"💻 O Curso em Vídeo é um dos maiores canais educacionais do YouTube na área de programação! Criado pelo professor Gustavo Guanabara, oferece cursos gratuitos em formato de videoaulas para quem quer aprender tecnologia do zero. 🎓 Para obter certificado, estude pela plataforma online, comprove seu conhecimento em entrevistas e complemente suas horas de estudo 📘 Cursos de Algoritmo, PHP, Java, JavaScript, Python, HTML5, CSS3, Git e muito mais! 🤝 Patrocínios, palestras e parcerias: envie um e-mail para comercial@cursoemvideo.com ",grátis|cursos|aulas|videoaula|vídeo-aulas|html5|algoritmos|php|java|mysql|Gustavo Guanabara|Banco de Dados,https://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ
UCIPQ0ZqTl5e5U2OFKENOh9g,AlgaWorks,@algaworks,"Conteúdos de programação e arquitetura de sistemas com Java, Spring e microsserviços.",videoaula|java|jsf|jpa|spring|angular|angularjs|front-end|algaworks|react|oauth|oauth2|docker|cursos java|aprender java|programação java|vídeos java|javaserver faces|java ee|spring framework|curso java|tutorial java|spring rest|rest api|aula java|spring data|spring security|spring boot|spring data jpa,https://www.youtube.com/channel/UCIPQ0ZqTl5e5U2OFKENOh9g
UCuo3X1pDWdaAf5R3Mr3lboA,Prof Izaias Neri,@izaiasneri,"Precisa de ajuda com matemática? Este canal é o seu ponto de encontro com o aprendizado! Ofereço conteúdos para ensino fundamental, médio e superior, além de lógica de programação com Python e resolução de provas de concursos. Domine a matemática de forma simples e eficaz. Inscreva-se agora e ative o sininho para não perder nenhum vídeo!",ENEM|Matemática Cálculo Diferencial Integral Geogebra Graphmática Geometria Métodos Numéricos,https://www.youtube.com/channel/UCuo3X1pDWdaAf5R3Mr3lboA
UC6D8m3l1B7btfBpp2nNuFkw,eadvideos,@eadvideosoficial,"Acompanhamento pedagógico personalizado para alunos da UNIVESP. Acesse: eadvideos.com.br Confira também nossas novidades no nosso blog: eadunivesp.com.br O eadvideos se dedica inteiramente aos alunos da Univesp. E para isso, produz resumos, video-aulas, resolução de exercícios, artigos e muito mais. Está no ar nosso mais recente projeto, o nosso blog: eadunivesp.com.br com conteúdos exclusivos para vocês, como artigos, vídeos, a famosa Calculadora de Nota eadvideos, e muito mais! Aproveite suas férias para fazer um de nossos Cursos de Férias e se prepare para o próximo semestre da Univesp e dê um Up no seu currículo: Excel -do Zero ao Domínio: https://eadvideos.com.br/courses/excel-do-zero-ao-dominio Lógica de Programação com Python: https://eadvideos.com.br/courses/logica-de-programacao-com-python Pré-cálculo Descomplicado: https://eadvideos.com.br/courses/pre-calculo-descomplicado Te esperamos lá! Equipe do EADVídeos ",Univesp|Matemática|Tutoriais|Educação|ENEM|PROVA|concurso|vestibular|EaD Vídeos|Resolução de exercícios|Aprender matemática rápido,https://www.youtube.com/channel/UC6D8m3l1B7btfBpp2nNuFkw
UCjF0OccBT05WxsJb2zNkL4g,DevDojo,@DevDojoBrasil,As mais finas artes da programação,Java|OCP|DevDojo|Curso Java|Java Core|Maratona Java|Curso Completo Java|Spring Boot,https://www.youtube.com/channel/UCjF0OccBT05WxsJb2zNkL4g
UCafFexaRoRylOKdzGBU6Pgg,Hashtag Programação,@HashtagProgramacao,"Bem-vindo ao canal Hashtag Programação! Se você quer dominar as linguagens de programação mais requisitadas no mercado, está no lugar certo. Aqui, ensinamos Python, JavaScript, HTML, CSS, SQL e Ciência de Dados, desde o básico até o avançado, com uma abordagem prática e direta ao ponto. Nosso objetivo é capacitar você com as habilidades necessárias para enfrentar os desafios do mercado de tecnologia. Acreditamos que a melhor forma de aprender a programar é colocando a mão na massa, e é isso que nossos tutoriais e cursos oferecem: conhecimento aplicável que você pode usar imediatamente em seus projetos. Além dos conteúdos didáticos, nosso canal é uma comunidade vibrante onde programadores de todos os níveis compartilham suas experiências, tiram dúvidas e crescem juntos. Se você quer se destacar como desenvolvedor, inscreva-se no canal e ative as notificações para ficar por dentro de todas as novidades! ",Python|Programação|Inteligência Artifical|Ciência de Dados,https://www.youtube.com/channel/UCafFexaRoRylOKdzGBU6Pgg
UCJfyKuMgIF6_dp40V9gwvQQ,High Tech Cursos,@hightechcursos,"Conteúdo de programação, Javascript/Typescript. Neste canal você terá acesso a aulas de programação oferecidas em cursos presenciais, remotos, e playlist de conteúdo específico de programação como Java, Javascript, VueJS, API Rest e outros. ",JavaScript|Programação|VueJS|Java|APIs|Algoritmos|JavaScript para Iniciantes|Aula de JavaScript|Programação para Iniciantes|Curso de Programação|Tutorial Vue.js|Aprenda Java|APIs com JavaScript|Algoritmos e Lógica|Mentoria VIP Programação|Curso de JavaScript|Lógica de Programação|Curso Online|Aulas de Programação|Mentoria VIP|Iniciantes Programação|Tutorial de Programação|Aprenda a Programar|Desenvolvimento Web|Desenvolvimento de Software.,https://www.youtube.com/channel/UCJfyKuMgIF6_dp40V9gwvQQ
UC2JcJxc7H_MQDNyPu0QicWg,JULIO BATTISTI - LIVROS E CURSOS LTDA.,@JulioBattistiAutor,"Cursos Grátis de Excel, Access, VBA, PHP, Windows Server, Word, Programação, SAP e Muito Mais. Seja bem vindo ao canal do Júlio Battisti - https://juliobattisti.com.br A sua Sala de Aula na Internet Desde Maio de 2000 Aqui no nosso canal você encontrará vídeo aulas com: - Curso de SAP - Curso de PHP - Curso do Pacote Office - Curso de Excel Básico - Curso de Excel Avançado, - Curso de Access - Curso de VBA no Excel - Curso de Windows Server, e Active Directory - Curso de Redes - Curso de Word Avançado - Curso de Delphi - Curso de Java - Curso de TCP/IP É um canal com muitos cursos de Informática e dicas de Livros, E-books e Cursos Online sobre Excel, Access, Banco de Dados, Programação, PHP, Java, Delphi, pfSense, SAP e muito mais. Toda semana eu publico de 5 a 7 novos vídeos. Um Excelente Estudo a Todos! Cordialmente, Júlio Battisti",Excel|Access|VBA|Macros|TCP/IP|Redes|Programação|Júlio Battisti|Windows Server|Cursos Grátis|Active Directory|Excel Avançado|Access Avançado|Curso de Windows Server|Excel Avançado|Curso Excel Avançado|Curso Windows Server|Excel Curso Grátis|Excel Avançado Curso Grátis|ERP SAP|Curso de SAP|vba tutorials|sap tutorials|excel tutorials,https://www.youtube.com/channel/UC2JcJxc7H_MQDNyPu0QicWg
UCU5JicSrEM5A63jkJ2QvGYw,Filipe Deschamps,@FilipeDeschamps,"Vou fazer você se apaixonar por programação! Meu último emprego antes de decidir focar 100% no YouTube foi ser CTO do Pagar.me. Lá tive o prazer de ser responsável por um time com mais de 100 pessoas e aprendi MUITO sobre gestão (principalmente gestão de times grandes) e sobre como lidar com tecnologia em escala. Ambos conhecimentos que quero compartilhar nesse canal. ✅ Projetos ▸ Curso: https://curso.dev ▸ Newsletter: https://filipedeschamps.com.br/newsletter ▸ TabNews: https://www.tabnews.com.br ✅ CONTATO EXCLUSIVO PARA PUBLICIDADE OU PARCERIAS ▸ contato A R R O B A filipedeschamps.com.br ✅ CONTATO PARA DÚVIDAS GERAIS E SUGESTÕES ▸ Utilizar comentário no YouTube, pois desta forma outras pessoas poderão se beneficiar de ler a pergunta e resposta, inclusive poderão participar adicionando novos pontos de vista ou novas dúvidas. ",javascript|node.js|php|ruby|python|c#|java|programação|desenvolvimento|programar|coding|programming|tutorial|web development|inteligência artificial,https://www.youtube.com/channel/UCU5JicSrEM5A63jkJ2QvGYw
UCqHIWCQSq0yeE-1nbcRnt2w,CFBCursos,@cfbcursos,"O Canal CFB Cursos iniciou suas atividades em Setembro de 2012 com um objetivo simples, ensinar programação de uma forma simples e direta a pessoas comuns, que não tenham conhecimento algum de programação ou que tenham pouco conhecimento e queiram melhorar nesta atividade. Atualmente o CFBCursos é um canal voltado para todas as pessoas que tenham interesse em aprender uma nova linguagem de programação ou alguma ferramenta de produção digital de forma gratuita e com alta qualidade. Você que quer aprender programação o canal é um excelente lugar pra você. Venha fazer parte da família CFB Cursos. Bons estudos. ",,https://www.youtube.com/channel/UCqHIWCQSq0yeE-1nbcRnt2w
UCcMcmtNSSQECjKsJA1XH5MQ,Cod3r Cursos,@cod3r,"A COD3R é uma Escola de cursos online de programação. Criada por profissionais experientes do mercado em programação, arquitetura e design de software, infraestrutura e todo o ciclo de vida do desenvolvimento de um software. O nosso objetivo como Escola de ensino é entregar conteúdo de excelência que te fará entender, executar e pensar da melhor forma possível, e com as melhores práticas disponíveis do mercado.",javascript|java|flutter|graphql|php|reactjs|angular|tutorial|programacao|C#|Python|vuejs|vue|typescript|desenvolvedor|dev|programador|formacaodev|nextjs|nestjs|nextjs|cod3r|formacaodev|desenvolvedor|nodejs|backend|frontend|html|css|tailwind|github|typescript|sql|firebase|cursos online|desenvolvimento web|react js|react native|aulas de programacao|vue js|formacao dev|transicao de carreira|migrar de area|cursos de tecnologia|cursos de programacao|arquitetura de software,https://www.youtube.com/channel/UCcMcmtNSSQECjKsJA1XH5MQ
UClBrpNsTEFLbZDDMW1xiOaQ,DevMedia,@devmedia.oficial,"Hoje a DevMedia é a maior Plataforma para Formação de Programadores do Brasil, acreditamos que programação é para todos! Qualquer pessoa está apta a aprender, basta ser bem orientada desde os primeiros passos. Durante esses 20 anos desenvolvemos uma metodologia que permite aprender programação de forma leve e estimulante - permitindo que cada vez mais pessoas possam ter suas vidas transformadas. ",java|python|javascript|Html|Css|Node.js|Angular|React|Docker|PHP|Android|Programação|.Net|SQL|MongoDB|NoSQL|Git|GitHub|Sublime|Notepad++|Delphi|Programador|Flutter|CSharp|JS|Kotlin|Swift|POO|OO|Docker|Dev|Subqueries|C++|MySQL|Bootstrap|TI|Redux|Asp.Net|UML|Mobile|TypeScript|JQuery|devmedia|c#|senior|junior|pleno|estagiario|iniciante|avancado|remoto|React Native|Curso de programação|Vs Code|Orientação a Objeto|Banco de Dados|dicas de programação|home office|nomade digital,https://www.youtube.com/channel/UClBrpNsTEFLbZDDMW1xiOaQ
UC-dRoABm-_rKxZG9m4wzR8w,Curso de tecnologia e programação,@cursodetecnologiaeprogramação,curso de programacao Curso de java Curso de Csharp Curso de Access Curso de excel vba Curso de delphi Curso de python Curso de visual basic Curso de IOS Curso de Android Curso de Swift Curso de Ruby Curso de Java Script Curso de Golang Curso de C++ Curso de C Curso de PHP Curso de Mysq Curso de HTML Curso de CSS Curso de SQL Curso de TYPESCRIPT Curso de GO Curso de ASSEMBLY Curso de OBJECTIVE-C Curso de VB.NET Curso de R Curso de MATLAB Curso de SCALA Curso de LUA Curso de SHELL Curso de PERL Curso de KOTLIN Cursos de java Cursos de Csharp Cursos de Access Cursos de excel vba Cursos de delphi Cursos de python Cursos de visual basic Cursos de IOS Cursos de Android Cursos de Swift Cursos de Ruby Cursos de Java Script Cursos de Golang Cursos de C++ Cursos de C Cursos de PHP Cursos de Mysq Cursos de HTML Cursos de CSS Cursos de SQL Cursos de TYPESCRIPT Cursos de GO Cursos de ASSEMBLY Cursos de OBJECTIVE-C Cursos de VB.NET Cursos de MATLAB Cursos de KOTLIN sangiorgiovba@gmail.com,HTML|CSS|JavaScript|Python|front-end|back-end|tecnologia|curso de programação|curso de tecnologia|aprender programação|programação para iniciantes|desenvolvimento web|lógica de programação|programação do zero|programação web|curso online gratuito|programador iniciante|estudar programação|carreira em TI|linguagem de programação|curso de TI|aprender a programar,https://www.youtube.com/channel/UC-dRoABm-_rKxZG9m4wzR8w
UCzSoG5woURgXNNaDjdm6f4Q,Daniel Morais Infocotidiano,@infocotidiano,"Canal sobre tecnologia, dicas, video aulas, diversos temas, como Android, Linux e Windows. Segurança, Programação, Banco de Dados. Contato: contato.infocotidiano@gmail.com Faça uma doação (PicPay) https://picpay.me/dane.infocotidiano",informática|tecnologia|tutoriais|programação|delphi|lazarus|mysql|postgresql|sqlite|oracle|cursos|gratis|gratuito|infocotidiano|delphi|mariadb|aprenda|aprendalazarus|startdb|t.i.|banco de dados|sql server|video aula|curso gratuito|como fazer|como instalar|daniel de morais|curso gratis|para iniciantes|ganhar dinheiro|ganhar dinheiro assistindo videos|ganhar dinheiro na internet|ganhar na mega sena|fundos imobiliarios,https://www.youtube.com/channel/UCzSoG5woURgXNNaDjdm6f4Q
UC4jROkPjTvnXRkuo2GAwKXw,EstaTiDados,@EstaTiDados,"📣 Estude **gratuitamente** no EstaTiDados, o maior canal de **Estatística e Ciência de Dados do Brasil**. Aqui você aprende, na prática: - Estatística - Pesquisa Operacional - Marketing Analytics - Data Science - Programação - Estratégia, Gestão e Inovação com Dados 📅 **Ao vivo toda segunda e quinta**. 👉 Descubra seu perfil de dados: https://bit.ly/CECD_REC_DADOS 🎓 Aprenda de forma personalizada com a CECD: https://comunidadedeestatistica.com.br/ 💲 Apoie o projeto e seja um fã oficial do EstaTiDados: R$ 1,99/mês ou R$ 7,99/mês ou 14,99/mês https://www.youtube.com/@EstaTiDados/membership ",ml|supervisionado|algoritmo|classificadores|svm|teste|treino|previsão|imagem|deeplearning|python|hadoop|estatística|webscraping|chatbot|tensorflow|keras|ia|ai|variância|assimetria|média|probabilidade|binomial|uniforme|normal|contínuas|discretas|aleatória|correlação|regressão|bayes|condicional|amostra|amostragem|inferência|histograma|bernoulli|exponencial|Machine learning|naive bayes|big data|desvio padrão|teste de hipóteses|intervalo de confiança|coeficiente de variação,https://www.youtube.com/channel/UC4jROkPjTvnXRkuo2GAwKXw
UCaftHbsPdXaHEwLQdIXGxbQ,pasquadev,@pasquadev,"Eae blz? Eu sou o Vinicius Pasquantonio. Nesse canal você vai encontrar conteúdos sobre programação e cotidiano na Alemanha / Europa. Eu amo programar, aprender, futebol e compartilhar minhas experiencias com você. Se inscreva para ver mais sobre programação, carreira, vida e trabalho na Alemanha e Europa. Video novo toda quarta feira. Discord: [https://discord.gg/3mybDGGZmJ](https://discord.gg/3mybDGGZmJ) Instagram: [https://www.instagram.com/pasquadev/](https://www.instagram.com/pasquadev/) TikTok: [https://www.tiktok.com/@pasquadev](https://www.tiktok.com/@pasquadev) ",Programação|Carreira|Dicas|Desenvolvimento|Desenvolvedor|Linkedin|Github|Programador,https://www.youtube.com/channel/UCaftHbsPdXaHEwLQdIXGxbQ
