position,id,title,description,publishedAt,defaultLanguage,country,viewCount,subscriberCount,videoCount,thumbnail,keywords,topicDetails
11,UCUc6UwvpQfOLDE7e52-OCMw,"Programação Descomplicada | Linguagem C","Não deixe de checar e curtir os últimos vídeos sobre programação e estrutura de dados em linguagem C. Também temos algumas vídeo aulas sobre C++, Python e MATLAB. Produzindo vídeo aulas a medida que o trabalho na universidade permite :)... então não deixe de se inscrever no canal, assim você não perderá nenhuma novidade. Para saber um pouco mais sobre mim e meu trabalho, baixar os códigos fontes, ou dicas de programação, acesse minha página pessoal/Twitter clicando no link da página localizado mais abaixo. Grande abraço e te vejo nas vídeo aulas André Backes #linguagemc #python #estruturadedados #matlab ",2012-05-28T14:33:44Z,,BR,7770873,53200,471,https://yt3.ggpht.com/kI-UyyfEeOEaz1jmCDUZaPU6pSuM73G_QO118G3QFPmZbNFTUdprSu9rHEm3OQCzEen6pIT5CA=s800-c-k-c0x00ffffff-no-rj,"programação|curso|python|matlab|programming|c++|ordenação|sorting|árvore|tree|hashing|hash|graph|grafo|skiplist|linguagem c|programação descomplicada|André Backes|estrutura de dados|data structure|c language|tabela hash|busca binária|binary search|busca em largura|busca em profundidade|árvore avl|avl tree|red black tree|árvore rubro negra|algoritmo de prim|algoritmo de kruskal|árvore geradora mínima|árvore geradora","Technology|Knowledge|Lifestyle (parent topic)"
12,UCIUF69hCoF9SzWiZBGq9gUQ,"Programação Disfuncional","Dois caras resolvendo problemas de programação ao vivo e sem cortes. Eles vão conseguir? Eles vão passar vergonha? Apenas o tempo dirá.",2023-12-03T16:51:44.646859Z,pt,BR,38147,673,260,https://yt3.ggpht.com/Tz3DsoDIr4Wnoymm7yjEnH88k4RmkVTXwdUFX3BcCqdy0-iGB7CEEUNM7ERn1xfi1yY13Sile84=s800-c-k-c0x00ffffff-no-rj,"Programação|código|programming|code|python|algoritmos|leetcode|programação competitiva|competição de programação|competitive programming|problema de programação","Technology|Knowledge|Lifestyle (parent topic)"
13,UC68dvt_IVMqHU9KIHLLryzg,"Programação de Quinta","Olá pessoal, tudo bem? Sejam bem vindos ao programação de quinta. UM canal onde deveria ter um vídeo toda quinta-feira, mas confesso que na hora que gravo uma sequencia de vídeos, não consigo ficar aguardando toda quinta-feira para postar. O Objetivo é incluir programação e conceitos de informática para nossos assinantes e público em geral. Faz a inscrição e seja muito bem vindo ao canal. Já estamos com o roteiro pronto para diversos cursos. Grande abraça a todos.",2016-10-06T13:18:14Z,,BR,221634,2210,128,https://yt3.ggpht.com/ytc/AIdro_kIUF1lL87ROhnlEAUUtxDAvrz2EGfaL1kFRTWts2panQ=s800-c-k-c0x00ffffff-no-rj,Programação|Desenvolvimento|informática|ti|excel,"Lifestyle (parent topic)|Knowledge|Technology"
14,UCAFDc0dezYhLK7SCEyU8LPA,"ScApp - Programação Trader","SchillerApp desenvolve aplicativos e conteúdo relacionados a área de tecnologia, programação e mercado financeiro. Conheça nosso conteúdo em https://ScApp.link",2013-10-08T22:29:49Z,,BR,2550409,27100,363,https://yt3.ggpht.com/Wye9g8YKs59-lIOKxExKCrLi5le0YS2mcnSXQpFFmtKfgOdSzATxx-wljb_bE3z2JkzSHSfRMg=s800-c-k-c0x00ffffff-no-rj,"programação|ProfitChart|Android|indicador|backtest|estratégia|profit|tradingview|regras de coloração|trading view","Lifestyle (parent topic)|Knowledge|Technology"
15,UCWrqsnPLl6aRX0ECUmPaZEw,"William Oliveira - O Universo da Programação","Carreira em programação, conversas sobre desenvolvimento de software no geral, open source, comunidades, desenvolvimento web, mobile e muito mais! Dicas para você entrar na área de programação ou crescer profissionalmente e algumas pitadas de reflexões e opinião pessoais sobre a vida. Confira as playlists para iniciantes, acompanhe os workshops, faça parte do grupo exclusivo no WhatsApp para assinantes.",2011-10-01T13:09:12Z,,BR,94490,6530,58,https://yt3.ggpht.com/zNIhIVOWlFZaJI-_kTgeN9RWznPg0Jtri570eJRzUnQl3oOSxUu_n3YpuMlum2du3zxNeB8N=s800-c-k-c0x00ffffff-no-rj,"programação|software|opensource|web|carreira|educação|ti|tecnologia|javascript|js|web|java-script|node|node.js|nodejs|react|reactjs|react-js|react.js|performance|produtividade|desenvolvimento|desenvolvimento de software|open source|desenvolvimento pessoal|programação de computadores|lógica de programação|carreira em programação|como programar|como entrar na área de programação|comunidade de programação|desenvolvimento web|java script","Lifestyle (parent topic)|Knowledge|Technology"
16,UCmv3rI2yhyNdqy7GNt5e13A,"DevClub | Programação","A programação mudou a minha vida, e meu objetivo aqui é fazer com que ela mude a sua também. Vou te mostrar que esse mundo de TI é bem mais simples do que você imagina, então bora pra cima e aprender 🚀",2012-08-22T00:58:26Z,,BR,6731519,208000,523,https://yt3.ggpht.com/mc1MPwCGHyMq-ck-2mRB020qAWCtvZNId8tCGsPM9SkFdSCkHYLh5f0G-n04nGhdvXUd7Hj-iw=s800-c-k-c0x00ffffff-no-rj,"programação|javascript|react|node|desenvolvedor|programador|ti|html|css|devclub|codeclub|microsoft|apple|computador|notebook|gamer|celular|iphone|tecnologia|internet|engenheiro de software|programador full stack|front end|back end|full stack|primeiro emprego como programador|aprender programação|carreira de programação|carreira de ti|se tornar um programador|aprender programação do zero|rodolfo mori|elon musk","Technology|Knowledge|Lifestyle (parent topic)"
17,UCVMJASdknlHFmklsM30NeJw,"Programação Bots e Webscraping","A ideia do canal é criar vídeos com o desenvolvimento de propostas de projetos reais postadas em plataformas de contratação de freelancers utilizando a linguagem de programação Python",2022-09-19T14:03:41.932438Z,,BR,288007,4060,53,https://yt3.ggpht.com/wUe2ECvszt3Om2Jltsxfk-0HP0XEh7LPycn4DLz4IpeS6wKlJWsIWati6lxYJb8yJA3AQ3oGdw=s800-c-k-c0x00ffffff-no-rj,"python|webscraping|programacao|scraping|python telegram bot|bot telegram|bot python|python bot|telegram bot|bot analises|bot webscraping|bot python webscraping","Knowledge|Technology|Lifestyle (parent topic)"
18,UCR6BA5LA2abGWL77pX9un9w,"Programação For Kids - Aulas de Programação","O Programação for Kids ensina crianças e adolescentes a criar jogos no Roblox Studio e aprender Lua Scripts de forma divertida e passo a passo. Sou Fernanda, engenheira de software com quase 20 anos de experiência e mais de 3.000 aulas ministradas. Aqui você encontra: ✅ Criação de jogos no Roblox do zero ✅ Programação em Lua (variáveis, loops, eventos e muito mais) ✅ Aulas de lógica com Code.org ✅ Dicas para aprender programação brincando Ideal para quem quer transformar o tempo de tela em criatividade, lógica e pensamento computacional. 🔴 Inscreva-se e ative o sininho! 👉 Cursos completos: programacaoforkids.com.br ",2024-03-18T11:26:25.591353Z,pt,BR,1024331,7290,726,https://yt3.ggpht.com/gZ_GD3V1ezNHdUHWfsaxM17CrBUV0oiN-SCsG-bOJFNj_zAvemaUvS44_e8G_n8Vd0Jn0txmyL0=s800-c-k-c0x00ffffff-no-rj,"roblox|programação|criação de jogos|jogo para crianças|aprender programação|como criar jogos no roblox|como programar no roblox|desenvolvimento de jogos no roblox|curso de programação para crianças|aprender a usar o roblox studio|como fazer scripts em lua no roblox|como criar meu primeiro jogo no roblox|programação para crianças roblox|roblox para iniciantes|programação de jogos para crianças e adolescentes|roblox studio|lua scripting|game development","Gaming (parent topic)"
19,UCfa5GHrbiKdDiF-zCDzYS0w,"Programação que Faltava","Canal dedicado a Python. Sendo que, será ensinado desde os conteúdos básicos a aplicações de projetos. Bons estudos!",2024-08-05T16:29:41.089123Z,,,1451,153,37,https://yt3.ggpht.com/YGxS3cSyCTKca7QXHGbkKsvxr7T27AM2-2f3gkMSd11Om8uwSmHUJohuWnOeyGqEIxdcAp8v=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
20,UCFMtbsa-8kJkjkwu6uMQqRQ,"Projeto VAR - Programação para Engenharia",,2020-06-02T15:01:11.18351Z,,BR,34598,251,22,https://yt3.ggpht.com/ytc/AIdro_lagLpM0YimDml5-S_qANVqc8jcAVDXztlmv2Xs4yY=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
21,UC5xDw1ypaJVzNbQPAL0H3Pw,"Programação Quadrada","Desvendando e desbravando a ideia por trás do joguinho quadrado, conseguiremos criar até mesmo projetos imensuráveis, de histórias tão engajadas e sistemas tão bem feitos. Esse é o minecraft! As pessoas me chamam de Iso, e seja bem vindo ao canal programação quadrada!",2020-06-30T13:51:56.855Z,,BR,510916,8150,56,https://yt3.ggpht.com/LhfFjLSQfnmhqFgo3wUQ8BJlsfJNfi1AUw2sW1tf4fp7me6H4kTC7eZOGjjgbclRZZVJ7cwxgw=s800-c-k-c0x00ffffff-no-rj,"machinima|minecraft|mcpe|minecraft commands|comandos minecraft|programação quadrada|how to use command blocks|minecraft tutorial|commands creations|command block","Action-adventure game|Gaming (parent topic)|Role-playing video game"
22,UCv9ZWZqaTUA80TgubX5Mb_Q,"Beabá programação | Professor Edson de Oliveira ","Aqui você aprende programação de forma simples e prática! 🧩 Do básico aos conceitos avançados, explicamos temas como algoritmos e lógica de programação. 📌 Inscreva-se para acompanhar vídeos semanais ",2006-09-08T20:31:39Z,,BR,367047,2960,133,https://yt3.ggpht.com/gFcn2CFzhNWq4xseUTkFACXmNxMVww7Sz5dmQKjtUdRrj04kdkPphmMmadSSNhv2jlxHO6J-7A=s800-c-k-c0x00ffffff-no-rj,"prof.eds.oliveir|div|mod|algoritmos|linguagem c|operador %","Lifestyle (parent topic)|Knowledge|Technology"
23,UCyvqeb842ulgO3X85wGEAsg,"Programação em Blocos Brasil","O canal Programação em Blocos Brasil tem vídeos de programação em blocos - App Inventor, Kodular e Thunkable. A ênfase do material é educacional. A ideia é mostrar como trabalhar o pensamento computacional para fazer aplicativos de celular. Acreditamos que o ensino de programação pode moldar cérebros e corações para as profissões do futuro. Vem com a gente! Para cursos, oficias e workshops: educadoracristinafrey@gmail.com ",2020-12-24T17:04:02.088792Z,,BR,135209,1570,57,https://yt3.ggpht.com/ytc/AIdro_m4gN_cvOObQj7AoVdSCWF3nQSb_I8aZJesDFK-VmuY=s800-c-k-c0x00ffffff-no-rj,"kodular|thunkable|App Inventor","Lifestyle (parent topic)|Knowledge|Technology"
24,UCj8-t2wV1cspGvLdgErc5Yg,"Programação na Prática","Entre em contato: prognapratica@gmail.com ",2020-06-01T17:10:37.600636Z,,BR,130622,2650,39,https://yt3.ggpht.com/mB_H_H4kb8-gd3ocid_dPLmdPqCRvyIof1KXGWc5cuQ9Z9BJB0LSxz7yJ0EsaYeHX7SrDnTb=s800-c-k-c0x00ffffff-no-rj,"python|automação|programação na prática|tutorial de programação|como aprender a programar","Lifestyle (parent topic)|Technology|Knowledge"
25,UCZ42JCeL8sYy49EhtC5by9g,"Programação em Evidência","Um mero iniciante em programação tentando explicar o que aprendeu ",2023-01-09T20:12:09.621997Z,,BR,2973,80,76,https://yt3.ggpht.com/GjLSr_2wStmhuh2N9vD24AO-3ZZFhQshG-Ak27boNyym3KdcU0aGxFyqeDcCIq0VqimWbrLSmA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
26,UC1ESKyw2NK_T0KDsw9N_UJQ,"Jogos & Programação","Canal de programação jogos e eletrônica, abordamos temas como micro controladores CLP Windows linguagens de programação diversas assim como retro computação, sejam bem vindos.",2010-03-17T13:19:48Z,pt,BR,1254812,10800,1045,https://yt3.ggpht.com/Qo-DUqZ1dz6KOsAn62IuFyj1lvszMuP0hGXc02m9VXDJtwNihXS7SFUcL-zjtpmDUBe1XQMV=s800-c-k-c0x00ffffff-no-rj,"java|basic|visualg|autoit|Arduino|python|allegro|sfml|glut|processing|p5js|programação c++|Eletrônica analógica|Eletrônica Digital|Jogos & Programação|open gl|java script|programação python|programação python pygame|programação para iniciantes|programação do zero|programação do zero gratis|programação dinamica","Lifestyle (parent topic)|Knowledge|Technology|Gaming (parent topic)"
27,UCaLOPDMEamt2gZevJd2osqg,"Só Programação",,2018-12-29T15:40:58Z,,BR,251776,3900,134,https://yt3.ggpht.com/ytc/AIdro_macaWhbg3kxzYXdjhFrLFK_P_abCUj8s4-Y1B57Q8LeaE=s800-c-k-c0x00ffffff-no-rj,,"Technology|Gaming (parent topic)|Action game|Lifestyle (parent topic)"
28,UCc0Z7OLO9VI6JAnSDdsfzkA,"Programação Aplicada","O foco deste canal é o compartilhamento conhecimentos.",2021-06-01T01:39:20.352528Z,,,63888,1100,28,https://yt3.ggpht.com/AFXG_x47lvrs_zyDlkpq4eYh7S_xkGx5W5oF2MTjv-HVuxJ7ncYP-Y9O7yCzWUH5T1vcHS73=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
29,UCC2FfpImi8UBO2_KdER5DFw,"Eletrônica e Programação","Olá, meu nome é Wellington Diniz sou engenheiro eletricista e professor de eletroeletrônica ha vários anos. Resolvi criar este canal em 2017, aqui pretendo postar vídeos sobre vário temas relacionados com elétrica, eletrônica, programação e robótica. Espero que todos os vídeos postados aqui ajude você em sua vida profissional. Obrigado por estar aqui!",2012-08-11T02:37:09Z,,BR,586984,4970,115,https://yt3.ggpht.com/EQGoyWfgTkzA0HOeuU9BZ2jy0CWcH-6ceKVYqsDeAZjGfiRK68XhBiJclnkRrOXkH-9HicpNV1A=s800-c-k-c0x00ffffff-no-rj,"Tecnologia|Eletrônica|Transistor|resistor|indutor|capacitor|triac|diac|técnico|engenheiro|eletricista|Aplicativo|animações|Aplicativo|animações|resistor|Transistores|Capacitores|Triacs|Leds|Diodos|Potenciômetros|Elétrica|Teoria e testes de Triacs|Teoria e testes de Leds|Teoria e testes de Diodos|Teoria e testes de SCRs|Teoria e testes de FETs|Teoria e testes de DIACs|teste de resistor|testes de Transistores|testes de Leds|testes de Diodos|Diodo Zener|testes de FETs","Lifestyle (parent topic)|Technology|Knowledge"
30,UCRFCWxcsRAwwQ3mu4SZJLmA,"TV Programação Alternativa","Canal que faz grades de programação fictícias para as emissoras de TV, NADA AQUI É REAL E OFICIAL, apenas uma análise pessoal de como poderia ser a programação de algumas emissoras de TV, e vc pode dar a sua sugestão quando quiser!",2015-11-15T22:50:55Z,,,696376,4610,52,https://yt3.ggpht.com/vv3rs9E_6kozAo2myUY9jPaMUFtj_sqythaB5kr5S2df7m8yYEy04-sXH0ne0r1BJGVft6TUeA=s800-c-k-c0x00ffffff-no-rj,,"Entertainment (parent topic)|Society (parent topic)|TV shows|Politics"
31,UCXpZv9cqYzcv3ioVIEbAtRw,"Milton Sampaio - Programação",,2020-12-19T00:00:59.288518Z,,BR,213278,5390,214,https://yt3.ggpht.com/eKlMYEZI8dwlxlQdBUZs6Mmm-BfuHhm1u2v8dwvwcHd2SI5jPIgH7BTSsrBjv4PBe18vAF3B4Q=s800-c-k-c0x00ffffff-no-rj,"c#|asp.net|dotnet|.net|csharp|core|programação|.net 5|.net core|linguagem de programação","Technology|Knowledge|Lifestyle (parent topic)"
32,UC98b1RDCnX3eNSI3d26dEqA,"Programação para iniciantes","Bem-vindo ao canal Programação para Iniciantes! 🚀 Sou professor de programação há mais de 20 anos e aqui você encontra aulas práticas de programação do zero, pensadas para quem está começando sua jornada no mundo da tecnologia. Neste canal você vai aprender: ✅ HTML, CSS e JavaScript – a base do desenvolvimento web ✅ SQL e bancos de dados – para armazenar e manipular informações ✅ Back-end com C#, PHP e Node.js – para criar sistemas completos ✅ Dicas, boas práticas e exercícios para iniciantes As aulas são didáticas, passo a passo e sem complicação, ideais para quem nunca programou antes e quer entrar no mercado de tecnologia com segurança. 👉 Se você deseja aprender programação do zero e construir uma base sólida para crescer como desenvolvedor, inscreva-se no canal e acompanhe as aulas semanais. ",2008-06-25T14:23:41Z,,BR,18482,1020,97,https://yt3.ggpht.com/JM4JwuUvmuJsBiErJB1rdA3uFQrKptwSUhCSByAh1RiqIcV_ljUR9r658i54BGmJwWj8WHVEkw=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
