position,id,title,description,publishedAt,defaultLanguage,country,viewCount,subscriberCount,videoCount,thumbnail,keywords,topicDetails
11,UCPifHUzsDwnk-GFrG5v7K_A,"Javascript Ninjas",,2025-08-07T02:13:38.778109Z,,,554,23,26,https://yt3.ggpht.com/qss9RYJ_ScGzylfs95_hBRGeFiSLw4cdigY7JIooadpWiGNi-0xgtPHUmohd7QZrDIv-6rSI_Aw=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
12,UCMzJVrWeaKUotLPWTdx6HuQ,"JavaScript de Zéro","Apprenez en vidéo les bases de la programmation avec le langage JavaScript (ES6+). Si vous n'avez jamais programmé de votre vie et que vous voulez apprendre le JavaScript pour décrocher un job rapidement, cette formation est conçue pour vous ! Inscrivez-vous dès maintenant sur : https://www.javascriptdezero.com. Abonnez-vous à ma chaîne pour apprendre à programmer avec des vidéos en français de qualité.",2018-08-22T10:52:13Z,,FR,364759,9290,71,https://yt3.ggpht.com/ytc/AIdro_kumHe6s1xML50dxsyS0PfWnjISli_v_350Ef8AMRsDjUE=s800-c-k-c0x00ffffff-no-rj,"javascript|algorithme|algorithmie|algorithmique|apprendre javascript|apprendre à coder|apprendre la programmation","Lifestyle (parent topic)|Knowledge|Technology"
13,UCffskGFJqPqpZG8SygHjuOQ,"JavaScript Unleashed","Welcome to JavaScript Unleashed, where we're all on a learning journey together! If you're passionate about JavaScript and its incredible frameworks but still consider yourself a fellow learner, you're in the right place. Join me as we navigate the exciting world of JavaScript side by side. Whether you're a beginner just starting out or someone with some experience looking to level up, this channel is for you. Together, we'll unravel the mysteries of JavaScript, explore its nooks and crannies, and tackle real-world coding challenges. Expect tutorials, tips, and insights that cater to learners of all levels. We'll celebrate our wins and learn from our mistakes, fostering a supportive community that's all about growth. 📌 Connect with me: 🔗 LinkedIn: https://www.linkedin.com/in/rabinosti/ 💻 Need help with your code or project? Hire me on Fiverr: https://www.fiverr.com/rabin0123 ",2023-09-17T07:15:34.608133Z,,,114767,1250,21,https://yt3.ggpht.com/Rpk6yXconWRVWOaWGRsSX_9U96bumnXRgdW-QJvu580VwHvFKm7Whrd3Lvf0PfPhPaG8owtmvaA=s800-c-k-c0x00ffffff-no-rj,"javascript|ReactJS|Next.js|JavaScript|html css javascript|web development|Web Development Tutorials|Modern Web Development|Web Development Projects|JavaScript Projects|Frontend Development|Full-Stack Development","Knowledge|Technology|Lifestyle (parent topic)"
14,UCyUEQd6gp05bO9FfMP4pz2g,"JavaScript Israel","A place for the Israeli JavaScript community to share best practices, new frameworks and efficient tools in order to write cleaner and better code in less time.",2013-03-14T21:58:37Z,,,267532,3180,325,https://yt3.ggpht.com/ytc/AIdro_lbg_jiMzlLfNeLuJKj_a5uZlF50dW6sgs4b1KbXhFOJA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
15,UC4eDiaxqzk3alzay2fG7x_Q,"Javascript For Everything","Hey everyone! 👋 I'm a full-stack web developer, and welcome to my channel — JavaScript For Everything. I’ve worked at companies like Dream Touch Architecture and Bit Encrypt IT, building real-world apps using React, Next.js, Node.js, TypeScript, MongoDB, and even deploying with Docker & Kubernetes. Here, I’ll show you how to build full-stack projects — things like OTP/OAuth login, real-time messaging with Socket.io/WebRTC, file streaming, payment systems, and multi-vendor eCommerce platforms — all from scratch, just like I’ve done in production. I also cover DevOps topics like Linux, Nginx, and VPS deployments, so you’re not just coding, you’re launching! If you're serious about learning JavaScript in real-world scenarios — not just toy apps — you're in the right place. Subscribe, and let’s build something amazing together! 💻🚀 #javascriptforeverything #javascript #fullstackdeveloper #nodejs #javascriptdeveloper ",2021-05-16T09:26:17.852626Z,,BD,17434,275,109,https://yt3.ggpht.com/NgUkkWR_AtIIB-zEE4oTsZ1KinqxmA0hDXX6FQHBm_jss9FmWMC_JCSGhRwM00HUpoU6idB7I6U=s800-c-k-c0x00ffffff-no-rj,"javascriptforeverything|ccna|gns3|docker|linux|vim|javascript|node|node.js|nodejs|nextjs|next.js|react|react.js|mui|material-ui|networking|git|virtualbox|typescript|bash|redhat|centos|tailwind|tailwindcss|tailwind-css|expressjs|pug|socket.io|websocket|webRTC|javascript for everything|js for everything|riajul islam|web development|packet tracer|linux mint|put templete engine","Lifestyle (parent topic)|Technology|Knowledge"
16,UCJgGc8pQO1lv04VXrBxA_Hg,"Carlos Azaustre - Aprende JavaScript","Construye tu futuro como programador. Aquí aprendes a desarrollar software con las tecnologías que demandan las empresas. Soy Carlos Azaustre, Google Developer Expert (GDE) y Microsoft MVP. Te ayudo a dominar JavaScript, React, Node.js, y el ecosistema de desarrollo web moderno. En este canal encontrarás tutoriales para crear proyectos para tu portafolio y cursos para afianzar tus conocimientos. ¿Listo para programar en serio? 👉 SUSCRÍBETE y únete a la comunidad: http://cazaustre.link/youtube Todas mis redes: @carlosazaustre ",2006-04-26T16:07:31Z,es,ES,11690870,156000,597,https://yt3.ggpht.com/RwgiCUvX7HFmo2qAtnvUsfoGxmyUIa_l_HAEo_3dt5OuJYliyJF8Pnlpr56I74GDyA_f-RawKs8=s800-c-k-c0x00ffffff-no-rj,javascript|tutoriales|programacion|web|ecmascript|es2015|node|node.js|react|react.js|vue|vue.js|screencast|videotutoriales|desarrollo|aplicaciones|apps|webapps|cursos|online,"Lifestyle (parent topic)|Technology|Knowledge"
17,UCZpDsJis8EqdNHgdMCtrePQ,"Full Stack JavaScript","To know JavaScript is to be able to use the language in an actual application. Learn how to utilize JavaScript to build a real world three-tier architecture that is hosted in AWS cloud platform services. Learn the fundamentals of a database tier, a services tier and how to build a UI tier web application. This is based on the three main frameworks of React, Node/Express and MongoDB. Learn how to properly design, architect, develop, test, secure, deploy and manage an AWS platform.",2022-04-09T19:36:42.172038Z,,US,2425,48,9,https://yt3.ggpht.com/kVAK4czwUcxYvRzOxaFn6sfy8Sm5rrxVSMprXDZ9XxIfoMR5F61t_nZPi1suKyFptDQqIvj6=s800-c-k-c0x00ffffff-no-rj,"React|Node|Node.js|AWS|Express|JavaScript|MongoDB|Programming|Software|React JS","Knowledge|Technology|Lifestyle (parent topic)"
18,UCVPBpZM15A8ha0nRoMNS6Dg,"JavaScript Ceará","Comunidade cearense de JavaScript ",2024-06-18T12:28:30.010923Z,,,430,82,6,https://yt3.ggpht.com/LIdsn3-USet0Vlj3kOh3UFZQXwzqCzi8yj22ewjqiJTkrRQGLZRyjC0KtsR6TKICl4uvdYLlfw=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
19,UCw33I4t_I4_6Vg9EhatssZQ,"The Javascript Podcast","Welcome to The JavaScript Podcast! 🎙️ Your go-to source for everything JavaScript—whether you're just starting out or an experienced developer looking to deepen your knowledge. Join us as we explore the world of JavaScript, from the basics to advanced topics like asynchronous programming, frameworks (React, Angular, Vue), Node.js, and even the future of the language with TypeScript and AI. 💡 Topics we cover: JavaScript fundamentals and advanced concepts Front-end frameworks like React, Angular, and Vue Server-side development with Node.js TypeScript vs. JavaScript Debugging, testing, and scaling JavaScript applications JavaScript for data visualization, machine learning, and more! Subscribe now and start your journey to becoming a JavaScript pro! New episodes drop every week. 🚀 Learn. Build. Innovate. With JavaScript. #JavaScript #WebDevelopment #Programming #React #NodeJS #Angular #VueJS ",2024-10-24T16:03:05.970612Z,,IN,3713,1950,39,https://yt3.ggpht.com/ZXzfB7n1P2KFNSSTiEW7yuXkyLSyaI6yxpkIO2pNrXjaV1BLORbJ-LgSM76Lw6gsZPJDbv0Bgw=s800-c-k-c0x00ffffff-no-rj,"JavaScript Basics|JavaScript Programming|Web Development|JavaScript for Beginners|JavaScript Podcast|JavaScript Concepts|Frontend Development|JavaScript Coding|Programming Podcasts|JavaScript Tips|JavaScript Functions|JavaScript Promises|Coding for Beginners|Advanced JavaScript|JavaScript Closures|JavaScript Data Types|Web Dev Tutorials|JavaScript Episodes|JavaScript Deep Dive|The Javascript Podcast|The Javascript Podcast","Lifestyle (parent topic)|Knowledge|Technology"
20,UCHWrUaG5brs2SXs8uIN-Olg,"Minicurso de JavaScript IFRP ","Um minicurso desenvolvido pelos alunos do Instituto Federal de Ciência e Tecnologia do Sudeste de Minas Gerais - Campus Rio Pomba. O Objetivo do curso é dar uma noção sobre uma das linguagens de programação mais populares e versáteis do mundo todo, o JavaScript. Já tem familiaridade com alguma linguagem de programação? O curso é pra você. Não tem familiaridade com nenhuma outra linguagem de programação? O Curso também é pra você. O único requisito do minicurso é ter vontade de aprender! ",2022-10-01T21:28:08.522327Z,,,154,4,9,https://yt3.ggpht.com/5DS5Fi3C-BzCdEVGwj-1ij_uc94pyq-3TSJeDtvoDYNANn-zpYtvcYjv7Tv95ELbSTBoE7PDAA=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
21,UCW9pyonagDWGMCy7V_Kro6g,JavaScript.Ninja,,2015-10-10T08:48:04Z,,UA,5685823,56300,580,https://yt3.ggpht.com/ytc/AIdro_nNuDJaDQnx9ms-y3G35XY4ovYXbId3PDkiRi7_JWCBXQ=s800-c-k-c0x00ffffff-no-rj,JavaScript,"Lifestyle (parent topic)|Knowledge|Technology"
22,UCHm0TelHraygjSGp8103iyA,"Salam javascript","Всем Салам. Меня зовут Заур. Я Senior джаваскриптизер. 7 лет в IT. Работал в Сбер, Epam, VK, Самолет На этом канале делаю ролики про frontend разработку для тебя УЦЫ! Занимаюсь менторством/наставничеством по JavaScript, писать в ТГ @salam_js По вопросам сотрудничества, рекламы также писать в ТГ @salam_js",2023-11-21T07:27:27.409543Z,,,1007900,5690,140,https://yt3.ggpht.com/oP4dEG_ROVNW1NgTQJHfkvxXBfANU4sUKY3RIIl_CKlI5eP-30rJ3CEjS5uuS1q24LTj1ImbDw=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Technology|Knowledge|Gaming (parent topic)"
23,UC_JFJPBJTym9oYfM_GX9beA,"JavaScript Guy","JavaScript Guy Platform is the one stop for all your full stack web development tutorials and queries. I am 26 year old IT professional working in India's Top IT multi-national organization. I have spend around 4+ year's with JavaScript and full stack development. Ask your related queries and tutorials, I am ready and happy to help you.",2011-11-24T16:20:34Z,,IN,26362,443,49,https://yt3.ggpht.com/w0KkMr98I75-yVnAKZtJj7eds781EHrwFRt8ZWUTZgOpOcXpsaIgtXLC7d4paMtqIx2yV84-_w=s800-c-k-c0x00ffffff-no-rj,"javascript|javascript guy|JS Guy|javascript guy hindi|java script|hindi javascript tutorial","Lifestyle (parent topic)|Knowledge|Technology"
24,UC3wVXbDNK0LSC-IZ1PQv1zg,"This Week in JavaScript","We understand that staying current can be overwhelming, so we try to provide you with concise information to keep you informed on the go! This Week in JavaScript is a weekly podcast and newsletter made to deliver quick and relevant JavaScript updates in just minutes. You can also follow us on Twitter and LinkedIn “This Week in JavaScript” is brought to you by Jam.dev, the tool you should share with your company if you want them to stop sending you bad bug reports. ",2024-09-05T12:35:57.119913Z,,,2885,114,45,https://yt3.ggpht.com/5_SF6V8V-h3HZ-PVwnrcGtYZMs_xBqqAD1vqFIWEIBcf6YgYZclA_Lo7nQFW9XbbZs5-zBlK=s800-c-k-c0x00ffffff-no-rj,,"Technology|Lifestyle (parent topic)"
25,UCHa8J-xnRYOg5VuudfWpBgg,ColorCode,"Coding Tutorials for regular people! 🎉👨🏻‍💻📽",2016-04-27T19:23:48Z,,US,3943839,98600,114,https://yt3.ggpht.com/ytc/AIdro_kG8d4F4sXkkZiWSP8eoVODSbfI-zsstG_FZdjqonlVYv4=s800-c-k-c0x00ffffff-no-rj,Learn|Code|Coding|Programming|Web|Development|Software|Engineering|HTML|CSS|JS|JavaScript|education,"Technology|Knowledge|Lifestyle (parent topic)"
26,UCkzEOKU959F6_T0OaQBH4VQ,"JavaScript Conference Armenia","JavaScript talks and workshops at JS Conf Armenia events",2018-01-23T05:51:06Z,,US,86678,1280,99,https://yt3.ggpht.com/ytc/AIdro_nRLZPxizE3r8GNfrYn31PKZAzuhi4vvx-251BKTixZUHE=s800-c-k-c0x00ffffff-no-rj,JavaScript|Conference|Armenia,"Lifestyle (parent topic)|Knowledge|Technology"
27,UC_U2eX0tfP3pn55YT_J6fVQ,"Es JavaScript","Ini merupakan channel untuk orang-orang yang mau belajar coding",2023-03-05T11:51:09.308622Z,id,ID,10919,255,35,https://yt3.ggpht.com/FSMhEfKb5tRnLmMgUL0lDPBqO7svWrLP9UgcF3pLUl6MbSzsTr7H7jrG1MroITYFAqnkVQkcow=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
28,UCW5YeuERMmlnqo4oq8vwUpg,"Net Ninja","Black-belt your web development skills. Over 2000 free programming tutorial videos about: - Modern JavaScript (beginner to advanced) - Node.js - React - Vue.js - Firebase - MongoDB - HTML & CSS - PHP & MySQL - Laravel - React Native - Flutter - Open AI - SolidJS ...And many more topics as well :) ",2015-04-08T20:11:22Z,,GB,206175731,1810000,2752,https://yt3.ggpht.com/ytc/AIdro_mk2Ex-8sW03SBlBX7D1EC5skH0kv9rS3rU9IXq2I-q2Zg=s800-c-k-c0x00ffffff-no-rj,"html|css|javascript|tutorials|development|wordpress|mvc|js|python|laravel|responsive|tutorial|tutorials|web design|web development|front-end development|responsive design|beginner html|beginner css|beginner javascript|node js|web design","Knowledge|Technology|Lifestyle (parent topic)"
29,UCIhSu8oj-mLOZGFgsnXIAjg,"School4U | Programming School","🎓 Your Ultimate Hub for Software Engineering and Exam Preparation Welcome to School4U (Programming School4U) — your one-stop destination for mastering Software Engineering and acing entrance exams! Dive into our growing library of tutorials, lectures, and real-world coding projects, covering: 🔴 Software Engineering 🔴 Website Development 🔴 WebApp Development 🔴 Android Development 🔴 IOS Development 🔴 Programming Languages: C, C++, C#, Java, JavaScript, Python and more! Whether you're preparing for university exams or looking to build a strong career in tech — you're in the right place. 🎯 Why Join School4U? 👉🏻 Simplified tutorials for beginners 👉🏻 Real-time examples & projects 👉🏻 Study Material (Notes, Cheat Sheet, Online Documentation) 👉🏻 Interview Preparation & Placements 👉🏻 Complete university-wise syllabus coverage 👉🏻 Motivational guidance & personal support ✅ Everything is 100% FREE! There’s a ton of content and support waiting for you. Start exploring today. ",2024-04-19T13:21:08.516964Z,en-IN,IN,2799246,29200,206,https://yt3.ggpht.com/k17wrWVPkAuVCGA9-jLycaq1yLigzICVTbryLGAEFNZRNsTeWzztAKdD6p9g7BQRZd3tj916XQE=s800-c-k-c0x00ffffff-no-rj,"school4u|school4you|schoolforu|schoolforyou|coding_school4u|codingschool4u|codingschool|coding|programmingschool4u|programming_school4u|school 4 u|school 4 you|school for u|school for you|coding school4u|coding school|coding school for you|coding school 4u|coding school 4 u|coding school for u|programming school for you|programming school 4 u|programming school|programming school4u|coding school4u|manas kumar lal","Technology|Knowledge|Lifestyle (parent topic)"
30,UCbBt6Ks7M5BZx_GHgGO_UNQ,"HuXn WebDev","HuXn is a talented software engineer with a passion for creating stunning user experiences. Having worked with an extensive range of technologies, frameworks, and programming languages - from React and Angular to Python, Golang, and more - his expertise in the field is unparalleled. HuXn's diverse skill set has enabled him to build countless projects for clients around the world, showcasing his ability to adapt and excel in any given environment. However, it was his love for User Interface Design that truly set him apart. HuXn's dedication to honing his skills in this area led him down a path of self-discovery, taking advantage of every resource available to him - from online tutorials to workshops and beyond. With his tireless efforts, HuXn has earned his badge as a truly talented UI/UX Designer. ",2021-03-30T20:23:43.323522Z,,US,7008749,169000,164,https://yt3.ggpht.com/ojm5jnygbYT1l23g94ovEykcM2NV-wAp-W7dzvWzttqaV1sA8tXj3mwicsVUaJyzhBZ_F-9l=s800-c-k-c0x00ffffff-no-rj,"programming|development|MERN|javascript|React|Vue|Angular|Frameworks|softwares|typescript|golang|CSS|css|Sass|html5|python|programming|web development|webDev Academy|front end|back end|full stack|web designs|Front End Frameworks|Backend Frameworks|node js|web designs|adobe XD|advance web development|learn web development|web developer|web development guide|web dev|web dev roadmap|become a web developer|learn programming|programming languages 2021","Knowledge|Technology|Lifestyle (parent topic)"
31,UC9Yp2yz6-pwhQuPlIDV_mjA,"Chris Courses","Software engineer teaching game dev with JavaScript. Sometimes I create films and animated videos. Join the community at: https://discord.gg/hDgDtaCCUK ",2013-01-13T21:38:58Z,,US,18234091,174000,87,https://yt3.ggpht.com/ytc/AIdro_lwNcgszozkLmbCZE4JFi_pNcVMjXJ5BI03fLV2Qb9-rvE=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
32,UCans6tlOzOGqtq-IKMLJR8g,"Frontend Master","Have you ever have any kind of fear against coding. Are you Afraid of Programming. Do you want to learn computer programming. Do You have interest on web development. Do you have interest on Web Designing. Do you want to learn new technology every time. If you have any one of the interest above the this channel is only for you. I provide the best tutorial in a very comprehensive and explanatory way. It becomes easier to learn anything when it is in a language which you feel comfortable. Hence,All the Videos of this channel are completely in HINDI. ************************* WARNING ************************************** Their is chance that you may become a professional programmer or Web Developer after watching whole Series. Soooooooo Watch at your own Risk... ************************************************************************************************************",2011-05-30T15:11:50Z,,IN,10564202,89200,850,https://yt3.ggpht.com/0GWCRfkrPoRwZ6_iMKaGgMwsfu_cj2zB2euRaU80i00GEk_3IWagPBkRf2gNmW5d1yfVCaAXdw=s800-c-k-c0x00ffffff-no-rj,"NodeJS|ReactJS|Javascript|JS|HTML|CSS|ReatNative|Web|frontend|js|ract|vue|website|coding|dsa|programming|interview|Web Development|frontend deveopment|jaavascript interview questions","Lifestyle (parent topic)|Knowledge|Technology"
33,UC4C-YzK75MlxoFUBiurTZMQ,"JavaScript RockStar","RockStar JavaScript lessons",2019-11-10T14:08:15.077436Z,,US,10326,177,58,https://yt3.ggpht.com/ytc/AIdro_lr2bK_aTPBvvaydjfsJMwX0qh8egxsCC1mPNZeYBRSLg=s800-c-k-c0x00ffffff-no-rj,JavaScript,"Lifestyle (parent topic)|Knowledge|Technology"
34,UCXelbvnrttsTldT6n4b4TSw,"JavaScript With Sahil","Learn about web development (HTML, CSS, JavaScript, ReactJS) by building fun stuff!",2016-02-06T13:07:17Z,,IN,705,42,17,https://yt3.ggpht.com/T0kX86Bd-DZHsy4xoV8QXQkiyt3HWkfNI7J5bcw25k5aVNM48qG3m2IWhspDQ3Iu9ugmVHViAw=s800-c-k-c0x00ffffff-no-rj,,"Knowledge|Technology|Lifestyle (parent topic)"
35,UCd7mXvSR0VdylcseQTzN9yQ,"Escola de Javascript","A Escola de JavaScript é uma iniciativa da startup de educação online OneBitCode. O OneBitCode foi criado em 2016 e desde então vem ajudando milhares de programadores pelo Brasil e pelo mundo. Pensando em trazer a qualidade dos cursos OneBitCode para o mundo JavaScript, nasce a Escola de JavaScript, uma escola 100% online que leva até o programador conteúdos atuais, aprendizado rápido e eficiente. Acreditamos que colocar a mão na massa é o melhor jeito de aprender e desenvolver suas habilidades com sucesso! Então, aproveite que você conheceu um pouquinho de nossa história e veja os artigos e screencasts gratuitos em nosso blog para entender nosso jeito de ensinar e como você vai aprender. Seja bem-vindo à Escola de JavaScript \o/",2019-07-23T17:08:05Z,,BR,80324,2290,10,https://yt3.ggpht.com/ytc/AIdro_lI4jU8AxDp96eTacoOxDudh9BoYwHEkjQoqFExC1BTaQ=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
36,UCKdo1RaF8gzfhvkOdZv_ojg,"「 Webschool - JavaScript 」","Canal sobre JavaScript da Webschool.",2015-07-03T19:07:37Z,,BR,477923,9550,170,https://yt3.ggpht.com/ytc/AIdro_kPqIsVzXkYriVAObMRaYXfoecBkStqITw1xT17JPVmlg=s800-c-k-c0x00ffffff-no-rj,webschool|javascript|node.js|mean|js|suissa,"Technology|Knowledge|Lifestyle (parent topic)"
37,UCSgvCfhFj5QSPJM-B21lbtw,"JavaScript Georgia",,2020-02-23T16:39:25.77664Z,,GE,9432,360,8,https://yt3.ggpht.com/ytc/AIdro_l7kUN89URezPcSpsB44Y2yMYD9gkk-KOzDvvG84fBYBA=s800-c-k-c0x00ffffff-no-rj,,"Knowledge|Technology|Lifestyle (parent topic)"
