position,id,title,description,publishedAt,defaultLanguage,country,viewCount,subscriberCount,videoCount,thumbnail,keywords,topicDetails
11,UCtVECBaQjn7Vo_YlMGagEXw,JAVA,,2022-09-09T12:28:27.021654Z,,,173948,3040,332,https://yt3.ggpht.com/ytc/AIdro_lm_zOZN6FVCMC9XEgozZJNxopPmyd0qspJwRJFxH0emdOvBN8EgbvmEsBy4G2A8EPFaA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
12,UC8mn40uAe8bokesy6PYWf7Q,"Majestade do Java","@majestadedojava canal dedicado ao controle de javalis com cães e armas de fogo",2023-01-23T23:37:21.259763Z,,,122,43,1,https://yt3.ggpht.com/dLuxfYVT4Wg7I4Xze1q_j6nWFFFYqMgz7vODbt7Q3QrapBg4cb3GQLNL8pwHlVDkfGJ7jrxgKA=s800-c-k-c0x00ffffff-no-rj,,
13,UCb_4YH3WsI5jsuGMx2e6GUg,"BRUTOS DO JAVA","UM CANAL PARA AMANTES E PRATICANTES DA CAÇA ESPORTIVA DE JAVALIS!! JÁ SE INSCREVE, DEIXA SEU LIKE, COMENTA E COMPARTILHA COM A TURMA!!!",2021-05-21T13:50:40.886178Z,,BR,645501,3830,762,https://yt3.ggpht.com/yBgP4ZRo3gOhBR48IbaMijxS6d1Znw1I4H7vYLDdkMDXG7LcQinxw3EM4m31JQJwCHuqemZHow=s800-c-k-c0x00ffffff-no-rj,,"Hobby|Lifestyle (parent topic)|Entertainment (parent topic)"
14,UCBeWWknB9Vma_v0v5gkzuww,"Java Chocolates","Fazemos chocolates de verdade, para todos! Produzido com cacau Brasileiro. Sem leite, glúten, lactose e soja. Acompanhe nosso canal para conhecer o belo trabalho feito pelos cacauicultores, além de dicas de como trabalhar com chocolate e receitas fáceis e rápidas para todo mundo! Quer saber mais sobre a Java, nossa filosofia e nossos produtos? Acesse nossas redes e visite nosso site. ",2014-06-16T19:44:09Z,,BR,643870,6020,207,https://yt3.ggpht.com/N9KiiTA7rPbBvfs8ILYM2G8266aMv2zW5S3R38gjgqPJz4dZsB3K_I-9xeUTYzi_4H0qRrfpiJo=s800-c-k-c0x00ffffff-no-rj,"receitas|artesanal|pascoa|aplv|chocolate nobre|chocolate vegano|a base de plantas|chocolate 70|chocolate 100|chocolate branco vegano|bean to bar|sobremesas com chocolate|sem gluten|sem leite|sem lactose","Lifestyle (parent topic)|Food"
15,UCW1SQUbOJRtm3Z6KMLF1PCA,"CEVA DO JAVA","Pagina dedica ao Controle Legalizado do Javali e a pescaria amadora..!! Um canal para os amantes e praticantes do controle do Javali e pesca.!! O javali foi listado entre as 100 piores espécies invasoras no mundo pela União Internacional para Conservação da Natureza (UICN) e o seu controle é permitido no Brasil, sempre respeitando as normas de segurança e sustentabilidade. Page dedicated to Legalized Wild Boar Control.!! A channel for lovers and practitioners of Boar control.!! The wild boar was listed among the 100 worst invasive species in the world by the International Union for Conservation of Nature (IUCN). https://www.youtube.com/channel/UCW1SQUbOJRtm3Z6KMLF1PCA?sub_confirmation=1 #javali #javaporco #hunter #hunting",2024-04-13T19:50:38.113532Z,,BR,174200,1260,63,https://yt3.ggpht.com/GWe9NJXM7j_8qVYM70RDZto5UlRaC3YH7tFo4JL5YIvkmG6sqBZ3dRFsSRqsYzTrw0Z59gXYaA=s800-c-k-c0x00ffffff-no-rj,"Javali|hunter|cac|cevadojava|javaporcos|natureza|wildlife|armas|aventura|adrenalina|caçada de javali|caçada noturna de javali|como caçar javali|fauna exotica|controle de javali|javali exotico|javali noturno|tiro desportivo|como controlar javali|como abater javali|abate de javali","Lifestyle (parent topic)|Hobby"
16,UCHRqeI6GpQuIIthOVIYisOg,"Lucas Dicas Java","Sou programador há quase 10 anos, fui professor universitário, e uma das coisas que mais gosto é ajudar a galera que está começando no mundo da programação, especialmente utilizando a linguagem de programação Java. Com isso, o intuito do canal é apresentar várias dicas sobre esta linguagem fascinante e colaborar com o seu desenvolvimento.",2020-08-26T22:43:05.457408Z,,,37104,293,57,https://yt3.ggpht.com/Z3sWBlx5a_9L-ImvSjN2tH0EOk5fBpVi-vRzp9E7YcxCe6o5TxSVQ4MyNFwvSg-UQOiEeTPWmQ=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
17,UC5Im-W42f-jIYZp-VXqkmpQ,"Nostalgia Java (BR) ","Olá! Sejam bem-vindos ao canal Nostalgia Java! ☕ 🔵 Aqui você vai encontrar: • PACKS (PACOTES) DE JOGOS; • LISTAS (POR GÊNERO, FRANQUIA E ETC...); • COMPARAÇÕES GRÁFICAS ENTRE DIFERENTES VERSÕES (MAIS E MENOS COMPLETAS); • GAMEPLAYS; • ANÁLISES; • APRESENTAÇÕES DE DETALHES INTERESSANTES E IMPRESSIONANTES JÁ ENCONTRADOS; • E MUITO MAIS... ✴ Se sua vida foi marcada por um telemóvel antigo com suporte à linguagem de programação Java Micro Edition, na qual diversos jogos incríveis e divertidíssimos tomavam completamente seu tempo e te alegravam por grande parte de sua infância/adolescência... aqui, é seu lugar! ;) ☕☕☕",2020-05-26T21:14:10.125732Z,,BR,236680,2620,82,https://yt3.ggpht.com/pQfFJ7YTyQc-A1VnYz9IXz9YF51En4NGlfmkSk1mT9dIH5VTzL0pd_l5cg1b8Ui6oqOJYSwK8g=s800-c-k-c0x00ffffff-no-rj,"jogo|game|detalhe|comparação|jogos java|games java|jogos java em português|games java em português|pack de jogos|pack de games|pack de jogos java|pack de games java|games java em apk|jogos java em apk em português|games java em apk em português|detalhes em jogos|detalhes em games|detalhes em jogos java|detalhes em games java|detalhes em jogos java em português|jogos java em apk|comparação gráfica de jogos java|comparação gráfica de games java","Role-playing video game|Action-adventure game|Gaming (parent topic)|Action game"
18,UCXRSEJX8axZ2oXG8USTY4Tg," Java Tático","Fala pessoal! Eu sou o Gustavo: instrutor de armamento e tiro, importador e amante da caça esportiva. LOJA Sites: Lunetas, bipés, câmeras térmicas e mounts ... https://www.javatatico.com.br/ Lanternas, carregadores, baterias, suportes magnéticos... https://www.javataticostore.com.br/ Contatos: WhatsApp Varejo - +55 (62) 9821-0909 WhatsApp Atacado - +55 (62) 98176-0113 INSTAGRAM: @ javatatico ",2019-07-30T20:00:48Z,,,11189971,85900,122,https://yt3.ggpht.com/0SyXfdWZ1mqVe6vaPPd4ya9KuEywOj-9k6czviWybgcyb6rfY-fJCLcUs_sbfPBdEQYCku4XDg=s800-c-k-c0x00ffffff-no-rj,,"Hobby|Lifestyle (parent topic)"
19,UCia8cWlTrtE4xz6dU5efPZQ,"Caio Rodrigues - BackEnd Java",,2020-11-17T13:51:18.618218Z,,BR,187411,3220,316,https://yt3.ggpht.com/C98zwDT8xp5CtmOXovXCzMi0ZXEgBYbk7NpFHgMjxxupdUADX_bslFhB5tFo5fvi2K2H6csJ=s800-c-k-c0x00ffffff-no-rj,"programação|desenvolvedor|backend|frontend|fullstack|JavaScript|java|devops|sql|framework|database|python|php|ruby|rails|api|back-end|ti|microserviço|microservice|desenvolvedor backend|Back End developer|banco de dados|logica de programação|back end languages|backend e frontend|backend o que é|back-end java|back-end o que estudar|como ser um desenvolvedor backend|ciencia da computação|carreira de programador|salario de programador|curso de programaçao|spring boot","Lifestyle (parent topic)|Technology|Knowledge"
20,UC2CxHEcxC9gY70FQe0GhC4Q,JAVA," Administrator : +998999991919 Barcha huquqlar himoyalangan ! ",2020-12-12T12:26:54.068855Z,,US,146059249,422000,80,https://yt3.ggpht.com/GaseJfJWfyDcZUE_zAzQ0BGyvCOBbIIYOeFJPybV6riJsJw17Uc8GMZxjBV1LfvuFmm7Weeodg=s800-c-k-c0x00ffffff-no-rj,"java|javamusic|dunyosenitogangmas|uzbek|uzbekmusic|u kelmaydi","Pop music|Music (parent topic)|Hip hop music"
21,UCSHAq016yDPcqGur5QyisBQ,"Senhor Java",,2025-09-18T20:27:14.96574Z,,,107,18,8,https://yt3.ggpht.com/Ojojw35isknPn29Of5HQOs1QIvJNbiJyNuXMX3yId0oa7wypdp1AdpU_mSsmg6kjrUZzSco48g=s800-c-k-c0x00ffffff-no-rj,,"Action-adventure game|Gaming (parent topic)|Role-playing video game|Action game"
22,UCDdvHJeIZMdT3Q7k65o8pAg,"FANTASMA DOS JAVA","FANTASMA DOS JAVA !! Feito para todos que admiram e curtem a emoção de uma grande caçada com cães. ",2022-04-11T12:41:45.011265Z,,BR,2156570,18100,34,https://yt3.ggpht.com/08a1s-n6N7IsoQ62sfUTSHgIl_SDqHvBQ6m2PtJM1SMpG8S76qdU0tTJcbmmtWyO5ObdkZCS3w=s800-c-k-c0x00ffffff-no-rj,"CAÇADORES|HUNTER|CAÇADA DE JAVALI|MELHORES TIROS|MANEJO DE JAVALI|TOP TIROS|CONTROLE DE JAVALI|CAÇA DE JAVALI|MELHORES CAÇADAS|HUNTERS JAVALI","Lifestyle (parent topic)|Hobby|Pets"
23,UCV8fI2WS-BrNLZQeDVFDXRw,"Descomplica Java","Olá Desenvolvedor! Meu foco é encurtar o tempo de aprendizado do aluno e fazer com que você consiga parar de perder tempo com teorias e focar muito mais na execução. Aprenda a programar aqui no Descomplica Java.",2018-11-24T03:00:20Z,,BR,60360,1320,23,https://yt3.ggpht.com/VpWDNprt30V-to2XGrgL4Ppt4FULvRUAgXlJ4KPPcaww_VTLCC1-0Qe09980i5ltikzweixUrWI=s800-c-k-c0x00ffffff-no-rj,"java|Java|arb2021|Curso de Java Completo|curso de java|curso de java para iniciantes|java completo 2021|curso java completo 2021|introdução ao java|primeiros passos java|curso java|Como aprender Java|Algoritmos e lógica de programação|lógica de programação|algoritmos e logica de programação|logica de programação java","Technology|Knowledge|Lifestyle (parent topic)"
24,UCLaT8WbEa0hDXXfwTt7tVwQ,"Na Espera do Java - Ricardo Mirinay","Esse canal é direcionado aos amantes da caça legalizada, é composto por um grupo de amigos que elegeu um dia da semana para se reunir e fazer o que gosta. A caça hoje é exclusivamente de javali, animal considerado fauna invasora, além de provocar grandes prejuízos as lavouras, também causa um imenso dano ao meio ambiente, nós que temos um contato muito próximo com banhado, matos, nascentes e com a faina nativa podemos afirmar que esse animal deve ser controlado! Deixamos bem claro que somos totalmente contra ao abate de qualquer tipo de animal de nossa fauna nativa, faremos o que poder para que nossas matas, encostas e banhados tem sua natureza preservados. Nosso muito obrigado aos inscritos e amigos. ",2018-12-31T21:12:05Z,pt,BR,235637,1630,52,https://yt3.ggpht.com/JrOPWvOa5k9aHs3FGEAiTOymVXcpTqjcsvOT8fSLhB7yr-0WmUuucnssyhivIh69bRYUS2k=s800-c-k-c0x00ffffff-no-rj,#foxhound|#boarhunting|#wildboar|#javali|#aquitemjavali|#caça|#hunting|#hoghunting|#taurus|#barhog|#caçador|#caçadores|#caçadas|#caçadejavali|#javaporco|#javaliselvagem|#agro|#lida|#pecuaria|#homemdocampo|#todospelacaça|#porco|#faunainvasora|#lenda|#porcão|#abatido|#cães|#veadeiro|#caçada|#espera|#jabali|#cazadores|#nabatida|#acuação|#porcada|#porcona|#dentudo|#pessoas|#youtube|#cinghiale|#sanglier|#cute|#trophyboars|#wildboarhuntingdog|#caza|#huntingdog|#jakt|#wildvideo|#vivalacaza|#reels,"Hobby|Lifestyle (parent topic)"
25,UCgoGOLleKmM9ikxQhGhhOhQ,"Java Girls JUG","Somos um grupo de mulheres que desenvolvem em Java e desejam aperfeiçoar skills técnicos, melhorar sua segurança com a tecnologia. Somos mulheres que estão aprendendo Java somos mulheres que estão iniciando a carreira ou já estamos seniores nesta área. Sabemos que podemos aprender e ensinar e que juntas somos mais fortes! QUER PARTICIPAR DA COMUNIDADE? ACESSA NOSSAS REDES SOCIAIS! https://twitter.com/javagirlsjug https://www.instagram.com/javagirlsjug/ https://www.meetup.com/Devs-Java-Girl/ ",2018-03-30T21:11:29Z,,,34713,1790,191,https://yt3.ggpht.com/ytc/AIdro_nJcOHvmiLheiDM_anp_UgqnrDtOJtVhyrYa2blv2Grf1c=s800-c-k-c0x00ffffff-no-rj,"java|carrear|carreira|programador|software|developer|programadora|backend|Java|JVM|software engineer","Lifestyle (parent topic)|Knowledge|Technology"
26,UCxDDI8llaKzWq_zATDCvY_g,"The JavaGames"," GAMER AND CHILL STRIMER Bu kanalda sizga yoqgan eng yangi va eng sara o'yin gameplaylarini ko'rishingiz mumkin bo'ladi. Hamkorlik va Reklama uchun: Telegram : @thejavagames1 Pochta : javohir556@gmail.com Характеристика ПК Мат. плата: Gigabyte B660M Процессор: Intel® Core™ i9-13900F Видеокарта: GeForce RTX 4070Ti Оперативная память: SAMSUNG 32GB SSD: M.2: Samsung 500GB HDD: SAMSUNG - 1TB Блок питания: 700W Микрафон: HYPERX QUADCAST BOR UYDA НАУШНИКИ: HYPERX ORBIT ORBIT S 8D+ HYPERX CLOUD 3 WIRELESS Mouse : Logitech Pro Superlight 2 Keyboard : Corsair K70 RGB PRO Web camera: LOGITECH STREAMCAM 1080 60FPS KRESLO : YUMSHOQQINA QORA ",2020-12-19T10:17:03.707801Z,,KR,44720660,108000,727,https://yt3.ggpht.com/hXGKu4CrqCk6GWoLJl6B8pWTraM_0Q7ynmFebQzV93Av2EW8HrTQ8--exnhF6Bo_FIxCXPXp1A=s800-c-k-c0x00ffffff-no-rj,"thejavagames|javagames|thejava|javapubg|gta5|daxshatlio'yinlar|horroruzbektilida|mobilo'yinlar|roblox|Minecraft|the javagames|the java|pc o'yinlar|roblox uzbek tilida|roblox qamoq|roblox modlar|roblox uzbekcha|roblox kulgili|roblox do'stlar bilan|minecraft uzbek tilida|roblox ota bola|ota bola gaming|java roblox|javagames roblox|ota bola|roblox yangi rejimlar|grow a garden|stole a brainrot|barry roblox|obby roblox|tekin robux olish|roblox brainrot","Simulation video game|Role-playing video game|Gaming (parent topic)|Action-adventure game"
27,UCz30HF9-0zCVDs9qRkvGU8A,"Foca No Java!","Publicações de vídeos de controle de Javali e do mundo da caça, equipamentos etc.",2022-11-17T00:59:50.795996Z,,BR,39606,189,35,https://yt3.ggpht.com/GLmY4qyYJWVVd-NVZYnsZKOT8r4YD-8__6N9pYg5XQGf5wvv-uOLWw7QNN7OPLGm5fvwy2ua=s800-c-k-c0x00ffffff-no-rj,,"Hobby|Lifestyle (parent topic)"
28,UC1Be9fnFTlcsUlejgfqag0g,"Java Guides","I’m Ramesh Fadatare – a Software Engineer, Author, Teacher, YouTuber, Bestseller Udemy Instructor, and Spring Certified. Founder and Author of the Java Guides Blog (1M Views per Month), Blog: https://www.javaguides.net My Udemy courses: https://www.udemy.com/user/ramesh-fadatare/ Website: https://www.rameshfadatare.com/ I have been publishing video tutorials on the following technologies stack: - Core Java, Java EE(JSP, Servlet). - Spring Boot, Spring MVC, Spring AOP, Spring Rest, Spring Security, Spring Data module, Spring Social, Spring Integration. - Angular - ReactJS - Hibernate, JPA, mybatis - Javascript - MySQL, MS-SQL, Postgres, Oracle, H2 database, MongoDB. - Git, Github, CVS, SVN, Ant. - NodeJS - Restful - AWS - Jersey Rest using JAX-RS, SOAP, and Web Services. - CSS - Elastic Search - Hadoop (Hive, Pig, HDFS, HBase) Read more about me at https://www.javaguides.net/p/about-me.html. Software development video tutorials implemented from the heart!. ",2012-01-06T07:58:43Z,,IN,28605042,181000,1234,https://yt3.ggpht.com/lN_qKLHlrrbGS_uEj-62MWeSsx7W2biOFfk2Dqz-mX1ConUV3Rop3fNeL24uZXx-77amh_c-Ng=s800-c-k-c0x00ffffff-no-rj,"java|spring|javaguides|hibernate|rest|jsp|servlet|website|javascript|angular|aws|heroku|reactjs|microservices|java ee|web services|web application|design patterns|full stack java development|spring boot|java guides|ramesh fadatare|java tutorials|java courses|spring boot full course","Lifestyle (parent topic)|Knowledge|Technology"
29,UC_Tk4g_bbssUTwer4a8uWaA,"Furtadin Java",,2025-11-10T14:04:20.511427Z,,BR,5650,228,7,https://yt3.ggpht.com/YViepbCYtoka_tQBD3dJIxfOW--oqkiCryoEL4NCPiR4HLyGWVCgNieQw-oiBGezfaxFQo48HQ=s800-c-k-c0x00ffffff-no-rj,legozin|furtadin|minecraft,"Action-adventure game|Gaming (parent topic)|Role-playing video game"
30,UCTrf0UAzWYDhoFPV9GyVYyg,"Cleber java Modão ","lembre se não existe sorte existe Deus 🙏🙏",2021-08-22T16:59:18.836907Z,,,673816,5070,195,https://yt3.ggpht.com/bNXG3LVmZgHMGwFi4MvOlN4Z90D1rbOMWFKQe_tosoCbCS6EoqpCLGlC29KNmsIJe3SCIY9dNkE=s800-c-k-c0x00ffffff-no-rj,"barrerito|daniel|trio parada dura|solente e soleni|maciel brasil|gustavo lima|eduardo costa|leandro e leonardo","Music of Latin America|Music (parent topic)"
31,UCHXd61IOMei82R9ph06j6cw,"Em Busca Do Java",,2021-11-28T18:26:16.340077Z,,,20464,262,9,https://yt3.ggpht.com/Ca6hfalbr6gSWyYYTu8ubmsQ0J2cGDwJJHOKyx5i7oRu_GkSrPeZbTqMpUPCUGLE_Yp0ZAy6UQ=s800-c-k-c0x00ffffff-no-rj,,"Hobby|Lifestyle (parent topic)"
32,UC6eRqGjJmJpTPji-e-c1Z7A,"Java na estrada",,2020-09-02T00:29:35.192308Z,,,518,18,21,https://yt3.ggpht.com/tJO3IZGa8DxBYASB-uRNlPXH-t9tweGeqhKlx_BYXWDLZRfWuMvpxqXDkPmVkXEOsyTDWGEqDA=s800-c-k-c0x00ffffff-no-rj,"Jorge|Geovani|jorgeovani|escola|DF|Brasília|Minas|Educação|Moto|motocicleta|motociclismo|encontro|Java|Expedição|motohome|Minas Gerais|encontro de moto|encontro motociclistico|moto capital|Brasília moto week|Java por aí|Volta ao mundo","Lifestyle (parent topic)|Vehicles"
33,UCTHKLhQSzOE5pMB5VhTZyjQ,"Java Roots","Canal da banda Java Roots - Roots. Rock. Reggae!",2020-07-20T17:17:19.500017Z,,BR,43315,723,28,https://yt3.ggpht.com/ytc/AIdro_nSbuZyhaoGceAvbm6BCBbsCKQSjnn8yw6TB-eCFnvONrg=s800-c-k-c0x00ffffff-no-rj,"reggaa|samba|roots|java|acid|rock|groove|dance|espiritualidade|amor|canções|java roots reggae acid rock samba groove|vida life style","Rock music|Music (parent topic)|Independent music|Reggae|Music of Latin America|Pop music"
34,UC2QnASVrg78UTotbs6l-kNA,"Equipe Feras do Java","Olá galera ! Seja muito bem vindo ao nosso canal. Aqui você ira ver conteúdos sobre caça ao JAVALI ... Nossa equipe se chama Equipe Feras do Java. Somos da cidade de Batatais/ SP ",2025-05-23T17:26:25.98395Z,,BR,9100,133,52,https://yt3.ggpht.com/c9RV6Lh9mC8RtA7WbrZ2bAbx2t0MHp6wGYhsJhDFsyeMcKfZfo3d-0FHNPiSmUambMkPJHuiYg=s800-c-k-c0x00ffffff-no-rj,caçador|caçaaojavali|javali|caça|cr,"Pets|Lifestyle (parent topic)|Hobby"
35,UCrMd1bTT5kRQ7nXDg6C7QhQ,"Java Journey (Gabriel Silva)","Vejo que a melhor maneira de aprender algo é repassando o que voce aprende, tendo isso vou dividir todo o conhecimento que adiquiro estudando com voces, buscando sempre trazer algo novo e divertido, e claro que nao seja algo chato para assistir. Redes sociais Gabriel: bit.ly/Gabriel-Java ",2013-04-19T23:45:59Z,,BR,43916,1060,317,https://yt3.ggpht.com/ytc/AIdro_k8woe0fRx9hRmolSQegX_1BedzinJ8LW2o9rbU84oUXYuz=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
36,UCE2qXdGOOopefrc4jcYL-rw,"Tiro, Java e Pesca",,2020-04-13T19:48:52.453086Z,,,160026,1040,19,https://yt3.ggpht.com/oKEO8tnF99Ie6EXauGn-NrqujSUOtqFS4L6Lm1IlEDQ1G9YAE1bsP9aj2HQVLv6c7nr6n6Iwyw=s800-c-k-c0x00ffffff-no-rj,,"Hobby|Lifestyle (parent topic)"
37,UCGR3vMYA20JJDQvGFccujdA,"Java by Saurabh Shukla Sir","In my opinion, learning should be free. So I am providing video lectures on JAVA SE for FREE. Good things about the channel 1) You will get complete series in a sequence chapter wise. 2) You can comment your queries, I will try to respond 3) Videos are in Hindi, to make you comfortable with the learning. 4) You will get all about JAVA. You will get a new video every week You can also visit my website www.mysirg.com to get links of my other channels and more intellectual content All the best",2015-03-18T03:44:35Z,,IN,19280169,206000,108,https://yt3.ggpht.com/ytc/AIdro_lneuc6DCC6Zt586OxeRYBALU7A003PTVJ71hdPiQ-azg=s800-c-k-c0x00ffffff-no-rj,"Java Java in Hindi Java tutorial Java language by Saurabh Shukla Sir Java course|Java Tutorials for beginners","Technology|Knowledge|Lifestyle (parent topic)"
