position,id,title,description,publishedAt,defaultLanguage,country,viewCount,subscriberCount,videoCount,thumbnail,keywords,topicDetails
11,UC9KMtRSOkJVCYwvm8TZipog,C++Online,"A new, online-only C++ developer conference created with accessibility and international access to the C++ community as its core directive. ",2023-12-06T13:50:16.603223Z,,GB,55359,1880,74,https://yt3.ggpht.com/ip_bfgWtoiIbPQh4rUnSy-V4b0sj_jMFjxlZ2xxffP5RRcJtHcfyVjVZGKBihvfbtwedfrN91Q=s800-c-k-c0x00ffffff-no-rj,cpp|programming|coding|c++|tutorial|workshop|presentation,"Technology|Knowledge|Lifestyle (parent topic)"
12,UCs6sf4iRhhE875T1QjG3wPQ,CppNuts,"Hi, this is Rupesh Yadav and I am uploading content about C & C++, which every beginner C & C++ Programmer must know. Code On GitHub : https://github.com/cppnuts-yt/CppNuts UPLOADED PLAYLISTS: 1) Design Patterns Explained In C++ 2) Multi threading 3) Data Structures 4) Algorithms 5) STL 6) C++11, C++14 7) C++ Freshers Interview Questions And Answers 8) C++ Experienced Interview Questions And Answers 9) C++ MCQ Questions And Answers 10) C Interview Questions And Answers 11) C MCQ Questions And Answers 12) Sorting Algorithms And suggestions are welcome!!",2011-03-23T15:29:58Z,,IN,10937946,86300,752,https://yt3.ggpht.com/46nJ4bC4cNf9ogupxDoGXYP4PqjtjRdxzidyUy_1QbLU5b5asfnuB_PfZeIyc5p63Y38tUmf=s800-c-k-c0x00ffffff-no-rj,"STL|Algorithms|c++11|c++14|multithreading|c++ tutorial|Data Structures|c++ interview questions|design patterns|standard template library","Technology|Knowledge|Lifestyle (parent topic)"
13,UCxHAlbZQNFU2LgEtiqd2Maw,"C++ Weekly With Jason Turner","Making C++ Fun and Accessible.",2007-09-08T22:02:33Z,,US,9799450,125000,591,https://yt3.ggpht.com/tzNKszVZX5vbIVnp5AKCCv-IQpKSo5K0HZfGj97N1hoI9kDBkwNcSnOzzkkUuTMOUESs0qd_Ng=s800-c-k-c0x00ffffff-no-rj,C++|Programming|Learning|C++11|C++17|C++20|C++14,"Technology|Knowledge|Lifestyle (parent topic)"
14,UCZ4UNE_1IMUFfAhcdq7CMOg,"C/C++ Dublin User Group","A group of professional developers and hobbyists living and working in Dublin, Ireland who meet monthly to discuss trends, techniques, and technologies related to the C and C++ languages and industry. This group is open to anyone and everyone. Meet other C and C++ enthusiasts, learn something new and share your knowledge and experience. https://www.meetup.com/cppdug/",2017-12-19T16:54:03Z,,,143106,1430,32,https://yt3.ggpht.com/ytc/AIdro_nh9DCy_variYfPAaqM8-hH3FZAb3mxGUqnZSOFzxUkow=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
15,UCKbJd9qr-HcmlXjigWWFSCw,"Aprenda C/C++ Comigo","Vivendo e aprendende. Oi, meu nome é Luiz Henrique e estou tentando aprender C/C++ para a minha faculdade de engenharia elétrica na UFF. Qualquer pessoa é bem vinda para me assistir e ver eu passando perrengue :) .Espero você comigo.",2016-12-22T12:35:00Z,,BR,0,93,0,https://yt3.ggpht.com/D25mI5TuaxF9VsrNo8WmgWtVEKDMlzkzxyddN0_o5e7lMcbVAoitvxKkmDwGbcFgCk4dUefE=s800-c-k-c0x00ffffff-no-rj,,
16,UCAczr0j6ZuiVaiGFZ4qxApw,cpponsea,"The international C++ conference, in the UK, by the sea. This channel is for videos of talks from the C++ on Sea conference.",2019-02-12T13:55:16Z,,GB,1652591,17600,361,https://yt3.ggpht.com/ytc/AIdro_nO-T3DgXHMAvvTXAexnpns_--YHAJqfDt_n-CHuwLgYA=s800-c-k-c0x00ffffff-no-rj,"c++|cpponsea|Folkestone|Conference|Programming|C++ on Sea|C++ Conference|C++ on Sea 2019|C++ on Sea 2020|C++ on Sees 2021|C++ on Sea 2022|C++ on Sea 2023","Lifestyle (parent topic)|Knowledge|Technology"
17,UCO7PxJ97N9Y2D-xs6HZ12FQ,"Programação C++ com o professor Adilson da Silva","Esse canal foi criado com o intuíto de postar vídeos com construção de programas simples em C++, víseos com a execução de práticas em Arduino e construção de programas em Python. Esses vídeos serão colocados ao longo do tempo, sempre que for criado algo novo, por mim ou por alunos que queiram mostrar alguma prática. ",2020-09-26T12:05:54.159121Z,,,664,218,4,https://yt3.ggpht.com/doEu8vadZ1ObyQOE2Stf54rgJ9CdivgZtWKSZSgtj1w-EpIeFVnxcJ7MpZ1GYGjkBUepVyLn=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
18,UCcI7jtWeKSI3-QoxPmeJx3Q,CogniCoding,"Bem-vindo ao CogniCoding! Desvende os mistérios da programação, ciência e matemática conosco. Encontre: 🚀 Programação Descomplicada: Tutoriais práticos para iniciantes e desenvolvedores. 🔍 Exploração Científica: Viagens pelos domínios fascinantes da ciência e matemática. 💻 Projetos Empolgantes: Acompanhe desafios práticos, do básico ao avançado. 🤝 Comunidade Engajada: Participe da nossa vibrante comunidade de entusiastas. Inscreva-se agora para uma jornada educativa e divertida! Ative 🔔, curta, compartilhe e comente - sua opinião é essencial! #Programação #Ciência #Aprendizado #CogniCoding ",2023-12-14T14:30:14.223701Z,,BR,2194,20,26,https://yt3.ggpht.com/FcueFdskXrmjJlNA49jdHdsWktlf8aYCG5EmjJqOlQ9R7X18IN5jzM-zZ8Mhv60HuI5FpMLKzQ=s800-c-k-c0x00ffffff-no-rj,"programação|c++|cpp|tecnologia|matemática|matematica|math|maths|programming|codificação|coding|cognição|pensamento|inteligência|aprender|tutoriais|aprender|grátis|tutoriais práticos|aprender programação|tutoriais de programação","Technology|Knowledge|Lifestyle (parent topic)"
19,UCX3-Bq7ZkroGhMMc3L_iqlA,"Ajuda a Iniciantes de Programação",,2023-01-17T23:26:29.777987Z,,,259,26,11,https://yt3.ggpht.com/uMfg_uWwQrCIs4a68_kmOrFsH2J4tl6Q5Cl5PCPbdfc2FRjFHs-hzb5Y9xezaFJH9-m-jm12_Q=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
20,UCl5-BV9aRaeDVohpE4sqJiQ,CodeBeauty,"Hey! My name is Saldina Nurak. I am a software engineer with 13 years of experience. I create free YouTube videos for anyone looking to learn programming. I also run Code Beauty Academy, where you can learn practical, career-ready skills. In Code Beauty Academy you will get my mentorship to land your first job and start a successful career as a software developer. If you need help or more info email me: codebeautyacademy.info@gmail.com ✉️ If you'd like to sponsor a video and for other business inquiries contact me at: truecodebeauty@gmail.com",2020-02-25T23:00:54.33829Z,,BA,16765540,316000,167,https://yt3.ggpht.com/ytc/AIdro_mX6jWb6sBvDgwOJhHBK4Y88488XKYkY0gwHA2CwcT93b0=s800-c-k-c0x00ffffff-no-rj,"codebeauty|programming|c++|c++ tutorials|tutorials for beginners|c++ for beginners|c++ programming|html and css|html for beginners|code beauty|programming tutorial|css for beginners|visual studio|visual studio 2019|c++ full course|code beauty","Lifestyle (parent topic)|Knowledge|Technology"
21,UCcXB3Kmi_CxtcBTbs2s7_oQ,"C,C++ programming",,2016-01-18T05:47:47Z,,,14,0,9,https://yt3.ggpht.com/ytc/AIdro_l00cEFwdp1iufblxEUhez-bFN5dDN6tPTM86pbbYw=s800-c-k-c0x00ffffff-no-rj,,
22,UCKvg6HrGPxJjtBvUtUSHUSg,cppjournal,"C / C++ Programming Tutorials",2010-07-29T19:41:06Z,,,88192,274,30,https://yt3.ggpht.com/5F9yuBefqgTdYyvddE6eFYvQSIV_-thVVXQgBMY2abwiFKCZBc3MbChFfGY-jYIFXypto8kpeQ=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
23,UCqFuTkP1mFEdd4Gy5BhdtPA,"C/C++ Guide and projects","C/C++ related codes,Projects and SoftWare Hardware Simulation ",2022-04-22T18:14:45.106482Z,,PK,51,6,4,https://yt3.ggpht.com/VkGlRjbfyRqBnQXBlgMcvsGxiF6q8fPTj75rygNemLVPc7ParrkiA50nfP4zY5SOF3RqA2td6g=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
24,UCUwmIR3z1avzlwyaRS2GqaQ,"C/C++ Programming","Welcome to C/C++ Programming! 🚀 Dive into the world of programming, web development, and software projects with clear, step-by-step tutorials designed for learners of all levels. Whether you're just starting with coding or looking to master advanced concepts, this channel has something for you. From C programming to C++ programming and creative coding ideas, C/C++ Programming is here to make coding in C accessible and enjoyable. Subscribe and turn on notifications to stay updated with new content that will help you build, learn, and grow as a C developer. Let’s code together! ",2018-11-11T19:40:08Z,,US,13,2,1,https://yt3.ggpht.com/e-FhCnMFB-92Fvcy9p4AZCL1mGtqBJAwmmD-6salgBqHG5M5AVpteqNE_OE2dSRHJyWJkqIGgQ=s800-c-k-c0x00ffffff-no-rj,"tutorial|beginners|programming|examples|literals|functions|loops|arrays|pointers|structures|If|Switch|c tutorial|c course|c programming language|c programming language tutorial|c programming language tutorial for beginners|c programming course|C (Programming Language)|Programming Language (Software Genre)|language basics|data types|For Loop|While Loop|Do While Loop|User Input",
25,UCD-scAE4ju78dld1kpcsQfQ,"C++ by Saurabh Shukla Sir","The Objective of this channel is to provide tutorials related to various computer technologies and programming languages. Lectures are small, organized, easy and are in hindi. Students, professional can learn technology and languages very easily. Just watch any one video and if you like it, please subscribe it and share it on different platforms. You can also visit my website www.mysirg.com to easily navigate video links and follow complete course in right sequence. I am Saurabh Shukla, providing training for computer languages in Bhopal, Madhya Pradesh, India. I appreciate your comments on videos.",2014-08-14T04:45:46Z,,IN,24972667,215000,106,https://yt3.ggpht.com/ytc/AIdro_knG9QCMgzN1Fi8ju8OIxByGmk9aDFy5IShXwtlOlKF7g=s800-c-k-c0x00ffffff-no-rj,"C++|C++ by Saurabh Shukla Sir|C++ in Hindi|C++ language videos in Hindi|C++ tutorial in Hindi","Lifestyle (parent topic)|Knowledge|Technology"
26,UCGWAlXciy785Iog-X7247Hw,CppNorth,"CppNorth is a production of Cpp Toronto which provides an open and collaborative place where software developers can meet and discuss C++. We aim to serve the C++ community of Toronto by promoting inclusion, creating engagement and activity among members.",2022-07-02T21:59:26.456542Z,,CA,502124,5900,182,https://yt3.ggpht.com/HMyODqc5wbKBMPr0_MVzcuabJeF7yuS3Jl4Tzd1L48NPvSNtGV6oXvVbv__QAgb8zwb-BTpaZA=s800-c-k-c0x00ffffff-no-rj,C++|Cplusplus|conference|toronto,"Lifestyle (parent topic)|Knowledge|Technology"
27,UCNge3iECU0XKjshac_hdejw,"Italian Cpp Community","Canale ufficiale dell'Italian C++ Community - http://www.italiancpp.org",2014-05-24T14:59:34Z,,IT,134010,1850,178,https://yt3.ggpht.com/ytc/AIdro_mZASn19K12I5EUQF6qo9XB3ssyC29yPHltLZGEPVgTdQ=s800-c-k-c0x00ffffff-no-rj,,"Knowledge|Technology|Lifestyle (parent topic)"
28,UCItSCHOFF_4nACo6SdQrUKw,"C/C++ CODES","Please subscribe my you tube channel. C and c++ coding with any question ",2020-04-07T08:52:43.513844Z,,IN,683,10,2,https://yt3.ggpht.com/MxVKcz4DhlFh_O2GTj8-9NmO1_fk3yLqceC_Gjz-fQ2g1zz9X4setTY1vZF9nCuS98OcvohZ=s800-c-k-c0x00ffffff-no-rj,,Knowledge
29,UCC6ERtQCQ4FBfZ9WkQ28AkA,"C/C++ Unlocked","Welcome to the ultimate destination for programmers, engineers, and tech enthusiasts! This channel is dedicated to tutorials and deep dives into C, C++, and other popular programming languages. Whether you're a beginner or an experienced developer, you'll find valuable tips, hands-on examples, and real-world coding practices to boost your skills. Subscribe and start coding smarter today!",2011-07-19T07:52:37Z,,FR,83447,18,28,https://yt3.ggpht.com/fRSDHhhQXa0wHqh7rOCUnjr_Fwl6h3TlSW-LRAJdN2JzGoVADkH2iUY2aG0R7lHvZzlkb40W=s800-c-k-c0x00ffffff-no-rj,"beginner|advanced|C++|C programming|C++ tutorials|coding tutorials|embedded systems|C++ for beginners|C advanced|programming in C|C++ concepts|software development|real-time systems|programming tips|code optimization|pointers in C|object-oriented programming|C++ STL|memory management|algorithms in C++|C tutorials|C++ coding|tech tutorials|programming basics|code examples|C/C++ projects|learn to code|programming tutorials.|coding best practices","Lifestyle (parent topic)|Entertainment (parent topic)|Humor|Knowledge|Technology"
30,UCuq5s0FlgJ4TPbdGAnT0j5g,CodeWar,"Welcome to CodeWar! This Channel is all about Programming, Projects, Tutorials, Exceptions of Coding Languages (Special focus on C, C++), Common OS Issues and their Fixes, and Facts about Programmers' Life Style. This channel is maintened by Ramesh Prasad. Email : rp181135198@gmail.com",2018-12-27T13:21:09Z,,IN,812516,3460,16,https://yt3.ggpht.com/ytc/AIdro_m9glBT4io0p7--TUJbUcNrlH_KJCErxSw--TXNgJ7gOw=s800-c-k-c0x00ffffff-no-rj,"CodeWar|rp181135198|Code War|Code War India","Lifestyle (parent topic)|Knowledge|Technology"
31,UCZEJA9SdKx8uepOnivFG0dg,"Adeniyi Adenola",,2021-08-09T10:15:02.636282Z,,NG,6311,230,16,https://yt3.ggpht.com/JCeO4QIrVnnLRpt1GUFeZwTi1JHSMfXLRKNcG0TtSB_nFB422ME9_f8pIxFO5Q2Gv239rMs93w=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
32,UCIftxeVu4j7hwJoMO6YeIMw,"C++Next by Alex Dathskovsky","My name is Alex and I am a C++ enthusiast :)   I am a C++ expert with a strong experience in template meta-programming. I like to share my enthusiasm with others by teaching courses and giving lectures worldwide, about all the new features of modern C++. In this channel we will explore C++ Python and other languages and learn the darker parts in depth.",2007-08-31T12:42:42Z,,,6448,717,16,https://yt3.ggpht.com/cf-dGNPRB4sn7yfI-_H4DLkuTnpzGB5Df_i8AdGoDMK4UAWTvfv55DwohPG82fsQvVZNISui7r4=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Technology|Knowledge"
33,UCvrv64yqu0aaf99pbOaAd1A,cppdev,"I am a simple C++ developer passionate about the craft. The catch here is that I’m passionate about all programming related topics so you probably will find articles about all sorts of topics related to programming, not just C++. You can also check out my blog at www.thecppdev.com . There are plenty of tutorials and programming related posts there that you might find useful. ",2020-08-15T16:35:35.214115Z,,RO,56052,552,20,https://yt3.ggpht.com/ytc/AIdro_mIvg1kd2j9wWl42RzfopTp1WVRvuMci4qcmNzDt2ueQg=s800-c-k-c0x00ffffff-no-rj,C++|programming|tutorials,"Technology|Knowledge|Lifestyle (parent topic)"
34,UC1I_DbrWCKU-m4K46Jbc0rg,"Programação Competitiva","O foco deste canal é ensinar algoritmos, estruturas de dados e técnicas de programação em C e C++, além de outros tópicos sobre ciência da computação. Também serão resolvidos exercícios de competições de programação como a OBI, Google Code Jam e Facebook Hacker Cup. O canal é direcionado tanto para pessoas que desejam começar a programar como pessoas que estão aprendendo e estão com dúvidas, mas principalmente para quem deseja participar de competições de programação, pois neste canal serão abordados vários conteúdos comuns nestas competições.",2017-02-24T23:55:23Z,,,28843,877,9,https://yt3.ggpht.com/ytc/AIdro_nxYn4fGJeAmn16SZDGOssF10VyiwgEEirw_zYBq4XK_A=s800-c-k-c0x00ffffff-no-rj,programação|c++|algoritmos,"Technology|Knowledge|Lifestyle (parent topic)"
35,UC56D6OIs_IAy24ubjC2_hmQ,"Utah Cpp Programmers","Utah C++ Programmers meets monthly to discuss topics related to C++ programming. Meetup: https://www.meetup.com/utah-cpp-programmers/ Blog: https://utahcpp.wordpress.com/ ",2020-04-09T03:10:33.236102Z,,US,205971,3320,57,https://yt3.ggpht.com/ytc/AIdro_mAd2yXqI6clBzasoDu0MW21iJzBmgkhswVdvOayIVdFQ=s800-c-k-c0x00ffffff-no-rj,"C++|Programming|Refactoring|Utah C++ Programmers|Software Engineering","Lifestyle (parent topic)|Knowledge|Technology"
36,UCf3tX0nf8EFIwmgQBH6PIGw,MUCplusplus,"Channel of the Munich C++ User Group (https://www.meetup.com/MUCplusplus/). ",2016-10-28T18:52:57Z,,,118259,2360,150,https://yt3.ggpht.com/ytc/AIdro_nlbBEABVXhVs4uCOIYzDHXtU5naKbhkqNTRiJus6f_SFw=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
37,UClXCm72RgZ4JFnyJRq3BycQ,"Coder's Junction: C/C++ Lessons"," This YouTube channel is dedicated to teaching the basics of the C programming language, from the perspective Through clear and concise explanations,it provides an in-depth understanding of the fundamental concepts of C and helps students develop a solid foundation in the language. The channel aims to provide students with a fresh and personal perspective on C, offering valuable insights and tips along the way. Whether you're just starting out or looking to enhance your existing knowledge, this channel is a must-watch for anyone interested in learning C and C++ https://www.youtube.com/@C-Cpp ",2023-01-14T18:59:18.239692Z,,,864,9,8,https://yt3.ggpht.com/a7wvCq9OE7bIUtnyMvF4w8RPXaWMHQ8yhWNiFk8JB_fJutccjaggVQVvto_5n_twdMQBquWsVpk=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
38,UCDg9QpNYcmh1j9AdleekD7Q,-zin_dev,"🚀 Aprende C++ desde CERO y conviertete en programador 💻 Soy zin_dev, desarrollador con experiencia en C/C++ 🎯 Te enseño programacion de forma FACIL y PRACTICA 📚 En este canal encontraras: ✅ Tutoriales paso a paso sin complicaciones ✅ Ejercicios reales con codigo ✅ Tips para mejorar tu logica de programacion ✅ Desde variables hasta proyectos completos 🔥 NUEVO VIDEO CADA DIA 💬 Contacto: zinBusiness@proton.me #ProgramacionCPlusPlus #TutorialProgramacion #AprendeACodificar ",2025-05-02T19:53:21.053394Z,,PR,0,67,0,https://yt3.ggpht.com/7tcnqDQ3dv0uSM_9fnM2SRq_LRK-S8F5R89_GYDsCvELIsS08nCNYimNtoOriDNq7pOaceMLkVw=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
39,UC1slH4esLhhIgDBjLYiCCzg,"C++ Paglu","Hi, I m documenting my learning process on this youtube channel. ",2021-02-11T16:10:52.750148Z,,,143,6,14,https://yt3.ggpht.com/a4oEpzwicgb3qR1-Wzpk2ibiqKwayy9RonY4jwEzUcKbYqLGQcjfzBG7fcUvRAIkfQW8jVoy=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
40,UChTwmOLHb0tJfYSpuvD5e2w,"Sciptica | Computer Programming & Machine Learning","This channel is created just to help those who want to learn Computer Programming (C/C++, Java, Python, etc.), Machine Learning and other related concepts with short videos by easy and efficient methods. ",2022-09-04T17:14:13.840277Z,,,5852,244,15,https://yt3.ggpht.com/ytc/AIdro_naVtQgGqLR2mEJBYsUptJWeahbG_5vnBCPaDOqBcwUdRBL6bJjSCLq-kGRbS6uIBwmZQ=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
41,UCbb6vc5gjkYtj9jgnW8YQlw,"C++ Serbia",,2022-07-21T09:28:50.618833Z,,RS,14148,400,36,https://yt3.ggpht.com/lEDiZv0YjWHHqG3fWiXw2QdYbuSDCh_mtd2SUzPs2KJIW7a5TP6vVwSquxFiojEwulsqs4eqsA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
42,UC9mqhibhV7HZYrIxpTIplhw,"C & C++ GURU...",,2018-05-08T01:35:56Z,,,1037,20,8,https://yt3.ggpht.com/ytc/AIdro_lRevAjzke39YHDf0PcCV4u6mNa6QzfncdgUAzp2hmBiw=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
